userid,expected-time-to-completion,memory,priority,arrival-time
42,9,16,1,2625
42,1,18,1,2630
42,4,48,1,2632
42,4,93,1,2638
42,2,9,1,2641
37,2,46,1,2643
37,6,16,1,2647
37,9,31,1,2652
37,4,12,1,2653
37,4,151,1,2653
37,5,19,1,2654
37,2,8,1,2655
37,3,111,1,2656
30,3,53,1,2656
30,3,76,1,2658
30,6,3,1,2666
30,2,28,1,2669
30,1,75,1,2674
30,7,76,1,2675
30,9,8,1,2680
30,5,19,1,2682
30,7,13,1,2683
30,2,5,1,2685
30,11,11,1,2689
30,1,5,1,2692
30,1,115,1,2696
49,8,14,1,2697
22,1,46,1,2698
22,2,25,1,2701
22,4,37,1,2706
22,1,15,1,2707
22,3,3,1,2714
22,5,7,1,2714
22,2,123,1,2718
22,1,25,1,2718
22,3,19,1,2721
22,7,32,1,2733
23,4,25,1,2740
23,3,53,1,2741
23,8,17,1,2746
23,3,53,1,2749
23,12,17,1,2750
23,6,14,1,2754
23,3,19,1,2758
23,2,6,1,2760
23,6,4,1,2762
23,2,17,1,2763
23,2,39,1,2764
23,6,40,1,2766
0,4,10,1,2775
0,3,36,1,2778
0,3,86,1,2778
0,2,7,1,2779
0,3,38,1,2779
0,2,12,1,2781
0,13,5,1,2781
0,3,20,1,2781
23,3,50,1,2781
23,1,14,1,2782
23,6,10,1,2782
23,3,56,1,2782
23,3,59,1,2782
6,4,12,1,2783
6,3,98,1,2786
6,3,24,1,2788
6,13,71,1,2792
6,1,24,1,2796
6,2,5,1,2802
6,4,38,1,2805
6,3,11,1,2806
6,2,47,1,2808
6,10,21,1,2811
6,5,2,1,2811
6,4,10,1,2813
6,6,55,1,2814
6,1,5,1,2814
6,3,5,1,2815
41,2,34,1,2819
41,1,128,1,2819
44,8,72,1,2819
44,4,8,1,2820
44,3,36,1,2821
44,4,50,1,2822
11,2,3,1,2823
11,6,123,1,2825
11,5,2,1,2826
12,1,6,1,2827
12,3,9,1,2828
12,2,19,1,2829
31,5,23,1,2830
31,1,15,1,2832
31,1,24,1,2836
31,5,7,1,2837
31,2,11,1,2837
31,7,90,1,2839
31,3,28,1,2842
31,5,67,1,2843
2,1,65,1,2843
2,1,18,1,2844
2,13,22,1,2844
2,10,64,1,2845
2,1,4,1,2845
21,5,5,1,2845
21,6,6,1,2845
2,4,42,1,2846
27,1,11,1,2846
27,4,77,1,2846
27,6,37,1,2848
27,3,40,1,2852
27,6,3,1,2853
27,2,9,1,2854
27,5,17,1,2856
27,4,28,1,2856
27,10,44,1,2860
27,6,25,1,2860
27,6,11,1,2862
36,2,2,1,2863
36,2,10,1,2863
36,3,62,1,2867
17,1,25,1,2867
17,14,24,1,2869
17,10,7,1,2872
17,1,8,1,2875
17,4,3,1,2881
17,2,42,1,2883
17,2,42,1,2886
17,12,12,1,2890
17,8,97,1,2898
17,2,55,1,2899
17,5,41,1,2900
17,2,169,1,2901
17,2,20,1,2906
38,6,16,1,2906
38,3,13,1,2909
38,4,30,1,2910
38,6,10,1,2910
25,2,3,1,2910
25,4,51,1,2911
44,2,99,1,2915
44,2,29,1,2916
44,3,1,1,2921
44,7,24,1,2928
44,5,14,1,2934
44,2,24,1,2936
44,6,7,1,2942
44,2,4,1,2943
44,2,14,1,2945
44,3,8,1,2950
44,3,9,1,2951
44,17,65,1,2953
44,3,65,1,2958
44,2,42,1,2959
44,10,29,1,2960
44,2,17,1,2961
13,2,8,1,2963
13,5,18,1,2965
26,11,20,1,2969
26,3,5,1,2969
26,1,9,1,2970
26,4,30,1,2973
26,1,41,1,2973
26,8,23,1,2975
27,2,12,1,2975
27,2,79,1,2978
27,3,54,1,2982
27,3,8,1,2984
10,2,3,1,2984
10,4,13,1,2984
10,4,26,1,2985
10,10,81,1,2985
10,2,3,1,2994
10,7,16,1,2996
10,4,51,1,2997
10,1,6,1,2999
10,1,14,1,3003
10,2,19,1,3003
10,2,12,1,3004
10,4,33,1,3008
25,4,26,1,3009
25,8,5,1,3009
25,3,43,1,3010
25,5,32,1,3011
24,8,33,1,3014
24,7,20,1,3014
24,5,71,1,3014
24,2,6,1,3014
24,4,31,1,3016
24,3,20,1,3017
24,2,19,1,3019
24,3,74,1,3020
24,4,61,1,3025
24,4,47,1,3027
11,2,38,1,3027
11,3,9,1,3028
11,3,15,1,3028
11,5,80,1,3028
11,3,2,1,3028
11,2,65,1,3030
11,1,12,1,3036
18,6,4,1,3037
18,2,21,1,3040
18,1,36,1,3042
18,4,124,1,3046
18,6,4,1,3047
18,15,6,1,3054
18,12,23,1,3055
18,1,24,1,3056
29,7,51,1,3057
29,3,26,1,3058
29,9,14,1,3058
22,4,26,1,3060
22,3,83,1,3060
22,1,7,1,3062
13,1,36,1,3064
13,2,19,1,3065
13,3,49,1,3066
13,5,24,1,3067
13,3,36,1,3068
13,12,94,1,3071
13,6,37,1,3073
6,3,23,1,3075
6,6,21,1,3077
6,4,68,1,3079
6,2,16,1,3080
6,1,27,1,3081
6,3,23,1,3086
6,6,8,1,3087
29,3,74,1,3090
29,3,24,1,3091
29,4,28,1,3093
29,2,4,1,3095
46,2,14,1,3095
46,2,8,1,3095
46,10,7,1,3095
19,7,2,1,3095
2,1,88,1,3096
2,2,50,1,3096
2,5,45,1,3097
2,2,2,1,3101
2,2,11,1,3101
47,3,2,1,3103
30,5,37,1,3104
30,4,10,1,3104
30,10,3,1,3106
39,2,103,1,3107
39,2,27,1,3109
39,6,2,1,3111
39,7,12,1,3113
39,1,19,1,3119
39,6,29,1,3124
39,1,84,1,3124
39,3,18,1,3126
39,2,63,1,3127
2,4,8,1,3127
2,5,4,1,3131
2,7,3,1,3133
2,12,9,1,3136
2,1,13,1,3140
2,2,34,1,3143
2,2,28,1,3143
2,6,25,1,3145
2,1,145,1,3145
17,2,14,1,3145
17,6,9,1,3146
17,7,2,1,3148
17,4,35,1,3150
17,4,44,1,3152
17,2,13,1,3152
17,2,52,1,3152
17,2,5,1,3155
17,4,38,1,3158
17,1,78,1,3162
17,5,9,1,3163
17,13,43,1,3163
28,12,28,1,3166
28,2,46,1,3167
28,1,6,1,3171
28,5,49,1,3171
28,2,37,1,3171
13,4,4,1,3174
42,20,27,1,3175
42,4,8,1,3180
42,3,75,1,3187
42,2,22,1,3188
42,7,51,1,3189
42,2,22,1,3189
1,6,18,1,3190
34,5,14,1,3191
34,4,77,1,3192
34,2,15,1,3196
34,3,85,1,3197
34,6,55,1,3199
34,2,4,1,3203
5,4,18,1,3205
26,7,16,1,3205
26,2,5,1,3206
26,1,46,1,3209
26,5,16,1,3214
26,8,28,1,3214
26,3,25,1,3217
26,4,46,1,3219
26,8,65,1,3219
19,2,4,1,3222
19,11,16,1,3224
19,3,15,1,3224
19,7,54,1,3225
32,5,8,1,3225
32,1,22,1,3227
32,6,13,1,3229
19,3,8,1,3231
19,4,19,1,3237
19,2,52,1,3239
19,4,15,1,3240
19,2,53,1,3248
19,1,5,1,3248
19,4,21,1,3248
19,3,26,1,3248
19,2,2,1,3250
19,4,7,1,3250
6,5,36,1,3253
6,2,31,1,3254
6,6,61,1,3258
6,3,25,1,3261
6,1,8,1,3264
6,2,16,1,3269
6,3,43,1,3269
6,2,11,1,3275
43,6,68,1,3276
43,2,110,1,3276
43,4,17,1,3277
43,3,14,1,3282
43,5,51,1,3291
32,2,25,1,3297
32,3,12,1,3297
32,3,42,1,3299
32,8,5,1,3302
43,9,95,1,3307
43,7,51,1,3311
10,1,36,1,3314
10,6,3,1,3321
10,3,18,1,3321
10,2,15,1,3321
35,4,4,1,3323
35,2,6,1,3324
18,5,50,1,3325
27,2,82,1,3325
27,2,28,1,3326
27,3,32,1,3329
27,3,20,1,3333
27,7,4,1,3341
27,1,11,1,3347
27,3,97,1,3347
27,7,3,1,3347
27,1,9,1,3348
27,1,162,1,3349
27,2,24,1,3354
27,2,17,1,3356
27,7,8,1,3362
27,12,28,1,3365
27,2,130,1,3366
27,2,51,1,3369
27,1,30,1,3369
30,7,12,1,3379
30,9,18,1,3382
30,1,14,1,3382
30,1,42,1,3382
30,3,33,1,3383
30,5,10,1,3386
13,20,5,1,3386
13,4,36,1,3388
13,2,5,1,3391
13,1,8,1,3392
13,6,8,1,3393
10,3,10,1,3394
10,5,16,1,3399
10,3,61,1,3403
10,5,23,1,3405
15,8,95,1,3405
15,1,3,1,3413
15,2,25,1,3414
15,2,15,1,3418
15,3,7,1,3418
32,1,32,1,3423
32,4,2,1,3426
32,5,12,1,3427
32,6,1,1,3431
32,2,21,1,3431
32,15,6,1,3432
32,5,12,1,3434
32,11,14,1,3435
32,8,58,1,3435
32,1,22,1,3437
32,4,7,1,3443
32,10,14,1,3444
32,5,17,1,3447
32,10,5,1,3448
32,2,32,1,3452
32,5,10,1,3455
32,7,13,1,3455
32,6,14,1,3458
32,3,5,1,3462
32,3,6,1,3464
32,1,40,1,3464
37,4,5,1,3464
32,2,10,1,3469
32,3,7,1,3469
32,6,31,1,3470
31,3,33,1,3472
31,1,8,1,3472
40,2,55,1,3474
40,6,55,1,3477
40,1,28,1,3480
40,1,9,1,3480
40,7,53,1,3480
40,1,5,1,3483
40,1,34,1,3483
40,2,12,1,3483
40,3,74,1,3485
43,2,53,1,3490
43,8,18,1,3490
43,2,14,1,3491
43,1,24,1,3493
43,2,14,1,3494
43,2,22,1,3495
2,3,15,1,3495
2,2,5,1,3496
2,9,23,1,3497
11,4,17,1,3498
11,7,33,1,3500
11,2,15,1,3502
11,3,41,1,3504
10,6,14,1,3504
10,2,60,1,3509
10,4,1,1,3511
10,3,12,1,3511
10,2,19,1,3512
10,2,10,1,3513
10,3,47,1,3513
10,1,79,1,3516
10,1,19,1,3517
9,1,11,1,3518
9,3,30,1,3523
9,2,8,1,3525
9,3,121,1,3526
12,1,3,1,3528
12,13,7,1,3528
12,4,13,1,3531
12,5,37,1,3532
12,5,38,1,3534
12,3,61,1,3534
12,1,10,1,3536
5,7,9,1,3538
8,5,4,1,3540
8,2,20,1,3541
8,3,37,1,3542
8,7,6,1,3543
8,4,24,1,3544
8,1,39,1,3547
8,2,43,1,3548
8,3,56,1,3552
8,12,25,1,3555
8,2,3,1,3559
8,5,25,1,3562
8,1,20,1,3562
8,4,147,1,3575
5,1,88,1,3575
5,2,46,1,3575
5,2,16,1,3579
32,5,14,1,3582
25,4,19,1,3582
25,4,11,1,3583
25,3,3,1,3584
25,3,3,1,3586
25,2,4,1,3587
25,1,5,1,3587
25,2,61,1,3592
25,7,29,1,3593
25,5,19,1,3595
25,7,63,1,3596
25,7,75,1,3599
25,2,31,1,3600
25,2,6,1,3603
25,4,17,1,3603
25,3,78,1,3603
25,7,75,1,3607
25,14,14,1,3608
25,1,68,1,3610
25,2,76,1,3614
25,4,32,1,3615
12,6,5,1,3616
12,2,39,1,3616
12,4,24,1,3617
12,2,13,1,3617
12,8,29,1,3619
12,5,7,1,3623
12,3,94,1,3624
12,3,1,1,3625
12,5,9,1,3625
12,3,2,1,3626
12,10,37,1,3627
12,1,14,1,3629
12,1,10,1,3633
12,7,7,1,3635
12,2,22,1,3637
11,2,9,1,3640
11,10,27,1,3640
11,1,63,1,3642
11,7,13,1,3642
4,9,57,1,3643
43,1,14,1,3644
43,8,102,1,3644
43,3,8,1,3645
43,8,4,1,3648
43,7,13,1,3656
43,6,26,1,3658
43,2,19,1,3659
43,2,10,1,3660
43,4,8,1,3660
34,1,91,1,3660
34,5,16,1,3660
34,2,9,1,3660
34,4,41,1,3662
34,1,14,1,3666
34,1,1,1,3666
34,6,55,1,3669
34,5,45,1,3670
34,2,41,1,3676
34,3,10,1,3678
34,1,48,1,3679
34,1,8,1,3681
34,4,20,1,3684
34,3,15,1,3687
34,11,31,1,3687
34,6,18,1,3688
35,4,11,1,3688
35,2,24,1,3690
35,2,43,1,3695
35,2,25,1,3696
35,3,21,1,3697
35,4,15,1,3702
35,12,12,1,3703
35,4,41,1,3704
46,2,77,1,3707
46,5,38,1,3710
46,3,15,1,3711
46,2,41,1,3712
46,1,15,1,3718
49,2,66,1,3718
49,2,16,1,3722
49,1,22,1,3726
49,3,67,1,3733
49,3,10,1,3738
49,2,64,1,3742
49,2,8,1,3744
30,1,4,1,3745
30,3,12,1,3745
43,1,2,1,3746
43,4,82,1,3748
2,3,6,1,3748
2,3,32,1,3752
2,2,5,1,3754
2,2,12,1,3757
17,5,67,1,3758
12,1,26,1,3758
12,7,18,1,3759
35,3,25,1,3761
35,3,26,1,3763
35,4,7,1,3765
48,1,18,1,3766
48,1,8,1,3772
48,4,8,1,3773
48,1,94,1,3775
48,7,79,1,3776
48,2,64,1,3778
48,3,13,1,3779
48,3,3,1,3780
48,5,10,1,3781
48,3,38,1,3786
48,4,50,1,3787
48,4,10,1,3789
48,3,127,1,3790
48,2,37,1,3790
48,4,12,1,3790
48,3,101,1,3792
48,1,16,1,3793
48,2,11,1,3799
48,14,45,1,3800
31,10,6,1,3804
31,5,58,1,3805
31,3,6,1,3807
31,2,12,1,3812
31,2,5,1,3815
31,1,22,1,3816
31,2,14,1,3817
30,2,36,1,3819
5,2,88,1,3819
5,3,3,1,3822
5,3,21,1,3823
5,3,51,1,3823
5,6,6,1,3824
5,8,2,1,3825
16,10,72,1,3828
16,2,26,1,3828
16,2,59,1,3828
16,3,6,1,3830
16,3,52,1,3830
16,5,4,1,3830
16,2,6,1,3832
16,4,25,1,3833
16,2,29,1,3833
16,1,40,1,3836
5,4,61,1,3843
5,2,35,1,3843
5,2,20,1,3843
5,5,30,1,3844
5,1,8,1,3845
5,1,97,1,3847
30,8,80,1,3849
30,6,32,1,3851
30,4,17,1,3852
30,10,26,1,3856
30,1,19,1,3856
30,4,2,1,3857
30,5,24,1,3859
30,6,58,1,3862
30,2,27,1,3864
30,3,36,1,3868
30,2,51,1,3869
30,2,11,1,3871
30,6,31,1,3872
47,4,27,1,3874
47,7,22,1,3874
47,8,27,1,3874
47,6,35,1,3876
47,12,49,1,3876
24,2,29,1,3877
24,3,33,1,3878
24,3,33,1,3880
24,2,66,1,3882
11,7,18,1,3885
11,1,31,1,3892
11,3,3,1,3895
11,3,24,1,3897
11,3,40,1,3899
11,5,51,1,3900
11,3,25,1,3902
11,2,43,1,3903
11,3,21,1,3903
11,3,5,1,3907
11,2,2,1,3908
11,12,63,1,3910
44,3,15,1,3910
44,5,59,1,3913
44,7,24,1,3923
44,3,10,1,3931
44,1,66,1,3933
44,3,17,1,3933
44,2,54,1,3933
44,5,6,1,3937
31,6,30,1,3939
31,2,6,1,3946
31,9,29,1,3946
31,6,21,1,3955
31,3,32,1,3958
31,8,4,1,3960
31,2,7,1,3960
26,6,10,1,3960
26,5,11,1,3962
26,10,11,1,3963
26,2,7,1,3964
26,4,14,1,3965
26,6,36,1,3972
26,3,35,1,3973
26,1,151,1,3975
26,2,16,1,3981
26,3,10,1,3984
26,3,55,1,3984
26,2,7,1,3985
26,7,36,1,3988
23,6,9,1,3989
23,2,55,1,3990
8,14,4,1,3992
8,3,29,1,3998
8,6,38,1,3999
8,1,14,1,3999
8,3,20,1,4001
8,1,16,1,4001
29,3,28,1,4001
18,3,59,1,4002
18,1,32,1,4010
18,3,14,1,4010
18,3,32,1,4010
18,1,70,1,4012
18,2,41,1,4013
18,4,15,1,4014
18,2,95,1,4017
18,2,20,1,4022
18,3,33,1,4025
11,6,67,1,4025
11,12,33,1,4027
0,9,39,1,4032
11,3,18,1,4038
11,6,4,1,4039
11,1,8,1,4045
18,5,26,1,4046
18,3,20,1,4048
18,9,15,1,4049
18,8,121,1,4050
18,2,35,1,4050
11,3,11,1,4053
11,3,59,1,4056
11,5,18,1,4057
11,1,28,1,4060
11,2,8,1,4066
11,1,55,1,4068
11,3,29,1,4068
11,1,18,1,4072
11,3,30,1,4073
11,4,2,1,4076
11,2,4,1,4079
11,5,57,1,4079
11,5,42,1,4081
11,1,7,1,4084
38,2,59,1,4086
38,3,5,1,4089
38,4,16,1,4090
15,1,26,1,4090
15,2,15,1,4090
15,8,28,1,4092
15,6,7,1,4094
15,5,62,1,4094
15,2,23,1,4094
15,5,27,1,4097
15,8,4,1,4102
15,6,29,1,4107
15,4,74,1,4111
15,5,6,1,4111
15,2,41,1,4113
15,4,4,1,4115
15,2,20,1,4120
15,9,30,1,4122
15,8,12,1,4128
8,2,41,1,4129
8,9,4,1,4130
8,10,71,1,4130
8,5,66,1,4134
8,3,71,1,4135
8,1,5,1,4135
8,4,22,1,4135
8,6,33,1,4135
17,6,12,1,4137
17,4,7,1,4137
17,4,9,1,4146
17,1,32,1,4150
17,7,45,1,4153
17,4,51,1,4163
17,3,25,1,4164
17,4,44,1,4164
17,4,9,1,4165
0,3,107,1,4166
0,8,17,1,4167
0,3,7,1,4167
0,2,34,1,4167
0,4,22,1,4173
0,6,24,1,4174
45,5,8,1,4179
48,2,6,1,4180
48,4,111,1,4183
48,5,38,1,4184
48,1,2,1,4187
47,9,6,1,4191
47,8,3,1,4193
40,10,21,1,4196
40,4,9,1,4200
40,3,4,1,4200
5,7,17,1,4200
28,4,85,1,4202
28,3,31,1,4202
28,7,107,1,4203
28,1,3,1,4203
28,4,6,1,4206
28,1,11,1,4211
28,1,7,1,4215
28,3,19,1,4215
28,3,41,1,4215
28,11,96,1,4216
28,9,13,1,4216
28,5,3,1,4216
28,3,12,1,4221
28,4,35,1,4226
28,8,10,1,4233
28,6,37,1,4234
28,1,27,1,4234
28,10,65,1,4235
28,2,60,1,4239
27,3,45,1,4239
27,1,5,1,4241
30,4,47,1,4245
19,3,30,1,4249
19,8,2,1,4250
19,3,65,1,4251
19,2,45,1,4252
19,3,2,1,4254
19,1,28,1,4257
19,2,16,1,4260
19,11,15,1,4260
19,5,16,1,4262
19,3,10,1,4262
42,6,23,1,4266
42,2,22,1,4267
42,3,37,1,4268
42,5,18,1,4268
42,3,9,1,4270
42,2,9,1,4271
42,1,1,1,4271
21,1,8,1,4271
21,3,5,1,4272
28,4,7,1,4275
28,1,116,1,4276
28,4,11,1,4276
19,4,13,1,4279
19,3,6,1,4283
19,3,34,1,4284
19,2,10,1,4285
19,3,134,1,4287
19,2,13,1,4291
42,5,85,1,4291
42,1,1,1,4292
31,4,7,1,4293
31,2,44,1,4295
31,7,61,1,4297
31,2,3,1,4298
31,8,2,1,4302
31,2,34,1,4302
31,3,2,1,4304
31,10,25,1,4306
31,4,5,1,4307
31,2,55,1,4308
31,4,9,1,4310
48,3,67,1,4313
48,1,13,1,4317
17,2,47,1,4318
17,7,52,1,4318
4,8,5,1,4325
11,4,14,1,4329
11,6,10,1,4331
38,1,62,1,4335
38,3,42,1,4337
38,1,2,1,4339
38,5,34,1,4341
38,1,96,1,4343
38,3,24,1,4345
38,2,23,1,4346
38,2,68,1,4348
38,1,31,1,4349
38,2,70,1,4351
38,2,10,1,4351
38,9,10,1,4353
3,6,13,1,4359
3,2,79,1,4362
3,11,38,1,4367
2,3,17,1,4372
35,14,8,1,4372
35,7,8,1,4376
35,3,1,1,4379
35,2,16,1,4380
35,8,72,1,4381
42,8,2,1,4381
42,6,70,1,4382
42,1,18,1,4383
42,1,16,1,4385
42,2,5,1,4391
21,3,70,1,4392
21,1,17,1,4393
8,4,126,1,4393
1,2,3,1,4396
1,5,24,1,4396
1,5,138,1,4396
1,4,55,1,4397
1,6,88,1,4397
1,3,7,1,4399
1,2,17,1,4403
10,3,81,1,4406
10,2,3,1,4408
10,5,30,1,4408
10,11,42,1,4409
10,1,40,1,4409
25,6,5,1,4414
25,6,12,1,4425
25,5,6,1,4425
25,2,42,1,4426
25,1,81,1,4427
25,3,2,1,4427
25,8,46,1,4427
25,4,56,1,4428
25,8,4,1,4429
22,1,3,1,4432
22,5,8,1,4435
3,2,19,1,4436
3,2,11,1,4437
3,3,57,1,4444
3,4,34,1,4444
3,4,6,1,4446
18,7,7,1,4446
18,3,4,1,4449
18,7,50,1,4450
18,5,19,1,4450
18,1,16,1,4450
23,1,33,1,4451
23,5,33,1,4454
23,2,45,1,4455
23,1,8,1,4458
23,8,7,1,4460
23,2,2,1,4461
23,2,3,1,4461
23,1,102,1,4462
23,3,37,1,4466
23,2,2,1,4467
23,3,26,1,4472
23,3,4,1,4474
23,1,29,1,4475
4,1,35,1,4477
4,2,10,1,4478
4,4,5,1,4478
29,4,8,1,4483
29,2,25,1,4483
29,3,88,1,4485
29,3,22,1,4494
29,5,4,1,4495
29,2,5,1,4495
29,9,40,1,4495
29,7,20,1,4495
29,1,32,1,4496
16,6,13,1,4506
9,6,12,1,4511
9,3,56,1,4511
9,3,7,1,4511
9,3,46,1,4511
42,12,54,1,4511
25,9,51,1,4516
25,3,9,1,4518
20,7,36,1,4521
20,6,12,1,4521
20,8,10,1,4526
20,3,21,1,4527
20,2,39,1,4527
20,1,10,1,4528
20,6,33,1,4529
20,1,11,1,4529
20,3,5,1,4533
20,4,1,1,4534
20,9,30,1,4534
20,11,8,1,4536
20,1,10,1,4538
20,6,10,1,4539
20,4,54,1,4540
20,2,12,1,4541
11,4,6,1,4543
11,2,8,1,4544
11,1,18,1,4545
11,3,5,1,4545
11,4,12,1,4546
11,3,12,1,4546
11,4,95,1,4546
11,6,22,1,4546
11,3,32,1,4547
11,4,67,1,4549
11,2,34,1,4554
11,5,98,1,4555
24,3,4,1,4557
49,8,27,1,4558
49,1,32,1,4558
49,2,59,1,4559
49,8,17,1,4560
18,1,68,1,4563
18,3,22,1,4564
18,3,3,1,4565
18,4,99,1,4566
18,4,16,1,4567
18,5,12,1,4576
18,1,37,1,4580
18,3,16,1,4580
43,3,9,1,4589
43,1,24,1,4589
43,7,73,1,4591
43,5,83,1,4593
43,3,4,1,4593
43,1,9,1,4593
43,9,52,1,4594
43,1,14,1,4598
42,2,11,1,4599
42,3,30,1,4601
42,4,26,1,4601
42,8,18,1,4606
42,1,3,1,4607
47,4,4,1,4612
10,3,12,1,4613
10,8,11,1,4617
10,2,20,1,4618
10,4,11,1,4618
10,1,1,1,4621
11,5,4,1,4622
11,3,54,1,4623
11,2,20,1,4624
11,2,2,1,4624
11,4,12,1,4624
11,8,114,1,4625
48,4,12,1,4625
21,8,6,1,4625
21,1,16,1,4627
12,4,28,1,4630
12,4,7,1,4635
12,3,28,1,4637
12,4,54,1,4638
12,1,62,1,4644
12,2,4,1,4646
12,3,45,1,4646
12,2,19,1,4648
17,2,24,1,4652
17,7,63,1,4652
17,10,47,1,4657
44,3,14,1,4658
1,8,54,1,4660
14,2,15,1,4662
14,5,24,1,4662
14,1,27,1,4665
14,2,36,1,4667
14,2,5,1,4669
1,1,48,1,4671
1,4,10,1,4672
1,3,32,1,4673
1,9,1,1,4679
1,4,57,1,4681
1,9,6,1,4682
1,2,2,1,4683
1,4,8,1,4687
1,4,4,1,4687
1,7,42,1,4691
1,5,40,1,4692
1,8,8,1,4694
20,3,30,1,4697
20,3,41,1,4701
43,2,9,1,4704
43,4,42,1,4704
43,5,4,1,4708
43,1,53,1,4711
43,4,10,1,4713
43,3,14,1,4713
28,3,80,1,4717
28,1,28,1,4725
43,10,2,1,4728
20,3,112,1,4731
20,1,4,1,4735
13,2,24,1,4741
13,2,2,1,4748
13,3,13,1,4749
26,5,54,1,4755
26,1,24,1,4755
27,11,2,1,4757
36,9,41,1,4758
36,4,20,1,4761
36,9,10,1,4764
36,3,37,1,4765
36,2,11,1,4766
11,8,18,1,4766
11,11,53,1,4769
38,1,9,1,4775
38,3,6,1,4775
13,2,98,1,4775
12,3,18,1,4776
12,7,18,1,4779
12,2,34,1,4779
12,3,8,1,4779
12,1,6,1,4780
12,7,51,1,4784
12,4,23,1,4788
12,3,40,1,4790
12,3,67,1,4798
12,6,30,1,4800
12,3,26,1,4801
12,3,104,1,4803
12,7,14,1,4804
12,3,16,1,4807
12,4,70,1,4810
12,2,59,1,4813
12,4,2,1,4813
12,2,8,1,4814
12,2,46,1,4816
12,4,26,1,4820
12,3,19,1,4820
21,2,27,1,4820
21,10,64,1,4821
21,4,8,1,4834
21,8,12,1,4837
21,2,16,1,4841
21,3,10,1,4842
21,2,68,1,4842
21,33,56,1,4843
21,3,59,1,4843
21,8,11,1,4849
21,7,8,1,4849
21,5,116,1,4850
46,4,51,1,4850
46,4,38,1,4852
46,6,40,1,4857
46,2,38,1,4857
46,2,60,1,4858
17,3,6,1,4862
17,4,61,1,4865
17,2,18,1,4866
17,2,69,1,4866
17,2,22,1,4871
17,2,12,1,4874
17,3,16,1,4874
8,5,21,1,4877
8,5,10,1,4879
8,5,11,1,4880
8,4,18,1,4882
8,1,64,1,4887
8,1,75,1,4890
43,7,16,1,4891
43,5,120,1,4892
43,2,15,1,4893
12,3,11,1,4900
12,2,11,1,4903
12,2,60,1,4905
12,13,18,1,4906
12,2,11,1,4908
12,6,4,1,4909
12,3,46,1,4909
12,6,10,1,4918
12,6,8,1,4920
12,1,27,1,4926
39,4,18,1,4934
39,2,7,1,4934
16,2,7,1,4938
16,7,45,1,4938
16,3,5,1,4938
16,6,9,1,4944
16,6,19,1,4944
16,11,11,1,4944
16,6,15,1,4945
16,3,16,1,4946
16,4,54,1,4949
27,2,52,1,4952
40,5,6,1,4952
40,6,93,1,4954
40,1,18,1,4956
40,3,70,1,4957
40,2,13,1,4958
5,3,20,1,4961
5,3,17,1,4964
5,4,6,1,4965
40,5,7,1,4965
40,4,32,1,4968
40,7,26,1,4968
40,2,63,1,4972
40,4,96,1,4973
40,2,17,1,4974
40,2,16,1,4976
40,11,32,1,4977
29,2,27,1,4984
40,4,3,1,4990
40,2,20,1,4990
40,2,58,1,4990
40,5,71,1,4990
3,8,39,1,4997
3,1,18,1,5002
46,8,128,1,5002
11,2,6,1,5002
11,13,42,1,5004
11,2,8,1,5007
11,8,47,1,5012
11,3,3,1,5013
11,7,12,1,5016
11,2,12,1,5016
11,2,53,1,5017
11,1,27,1,5017
11,1,33,1,5018
11,2,15,1,5019
11,2,17,1,5023
11,2,70,1,5025
11,4,41,1,5025
11,1,23,1,5027
11,5,41,1,5029
11,4,38,1,5029
30,3,9,1,5030
30,4,7,1,5030
30,15,27,1,5032
15,13,2,1,5037
15,3,34,1,5037
15,3,6,1,5039
36,2,47,1,5042
47,10,33,1,5045
44,2,2,1,5046
44,4,65,1,5047
44,6,2,1,5048
44,6,9,1,5049
44,7,38,1,5049
44,1,69,1,5053
17,3,45,1,5056
17,2,30,1,5056
17,3,47,1,5059
17,6,132,1,5059
17,4,25,1,5059
17,1,12,1,5061
17,3,8,1,5065
17,1,16,1,5066
17,1,38,1,5068
17,8,13,1,5070
17,11,35,1,5075
17,2,78,1,5076
17,7,14,1,5079
17,2,22,1,5080
36,3,97,1,5081
25,3,26,1,5082
25,6,62,1,5085
25,2,13,1,5085
38,3,12,1,5086
38,1,25,1,5088
38,1,41,1,5090
1,1,81,1,5093
1,3,47,1,5095
1,2,8,1,5100
1,5,6,1,5102
20,1,57,1,5105
33,1,13,1,5105
33,9,8,1,5105
33,5,9,1,5111
22,4,10,1,5112
22,3,67,1,5114
22,2,1,1,5122
22,4,50,1,5124
22,2,28,1,5124
5,15,5,1,5125
5,5,2,1,5126
5,2,5,1,5127
18,3,3,1,5131
18,2,55,1,5133
18,2,14,1,5138
9,6,5,1,5141
9,3,31,1,5141
9,1,32,1,5144
9,3,16,1,5144
9,6,1,1,5148
9,1,41,1,5150
9,3,16,1,5151
9,1,55,1,5154
9,3,16,1,5158
9,4,47,1,5158
9,3,78,1,5158
9,7,11,1,5158
9,1,16,1,5162
9,2,23,1,5162
9,2,2,1,5165
9,3,17,1,5166
9,16,8,1,5173
9,6,27,1,5173
9,3,18,1,5173
9,4,17,1,5174
9,3,9,1,5180
9,2,8,1,5181
9,3,7,1,5183
12,3,134,1,5184
12,4,15,1,5187
12,4,37,1,5192
12,13,33,1,5197
12,4,41,1,5198
27,3,110,1,5198
27,1,16,1,5201
