userid,expected-time-to-completion,memory,priority,arrival-time
877,4,10,2,2610
877,3,5,2,2611
877,1,17,2,2612
688,3,3,2,2614
688,2,83,2,2615
688,1,3,2,2618
688,3,8,2,2620
688,7,35,2,2622
688,6,76,2,2622
688,1,8,2,2622
688,2,43,2,2623
23,2,14,2,2624
23,3,35,2,2624
23,2,25,2,2628
23,1,40,2,2628
23,4,14,2,2629
23,6,56,2,2632
23,3,35,2,2636
490,1,20,2,2638
490,3,6,2,2639
490,4,6,2,2643
490,2,52,2,2647
817,3,2,2,2648
817,2,30,2,2651
636,3,1,2,2652
636,3,26,2,2654
636,1,43,2,2655
636,4,1,2,2656
636,7,13,2,2660
636,5,5,2,2660
619,4,5,2,2660
619,4,50,2,2661
619,3,5,2,2662
619,12,37,2,2666
619,1,7,2,2669
619,1,16,2,2670
619,3,53,2,2673
619,2,19,2,2673
619,1,7,2,2677
619,3,5,2,2678
619,5,21,2,2682
619,3,10,2,2686
619,5,74,2,2687
619,4,33,2,2693
374,2,33,2,2695
374,2,28,2,2699
374,2,51,2,2702
374,1,59,2,2704
374,1,42,2,2705
374,1,47,2,2705
374,1,22,2,2709
374,2,66,2,2712
997,3,7,2,2715
997,1,9,2,2715
997,2,36,2,2716
176,4,90,2,2720
176,6,15,2,2722
31,2,43,1,2723
31,4,76,1,2724
31,3,22,1,2724
31,3,4,1,2726
114,2,32,2,2727
114,3,27,2,2727
114,2,20,2,2728
114,6,34,2,2729
114,2,18,2,2731
114,6,68,2,2734
114,2,45,2,2734
114,2,39,2,2735
114,5,50,2,2738
114,3,22,2,2739
114,5,31,2,2740
114,7,19,2,2741
114,3,15,2,2742
801,1,67,2,2743
801,5,2,2,2744
801,4,3,2,2744
801,3,16,2,2746
801,1,49,2,2747
300,3,45,2,2750
491,2,14,2,2751
491,1,41,2,2756
491,6,8,2,2757
491,2,11,2,2760
491,6,19,2,2760
491,4,43,2,2765
491,1,20,2,2766
491,1,39,2,2768
491,3,39,2,2769
491,6,12,2,2771
742,1,13,2,2771
742,6,25,2,2771
742,5,36,2,2773
742,1,20,2,2773
149,3,10,2,2776
149,4,13,2,2776
149,5,20,2,2778
149,2,4,2,2780
149,1,41,2,2784
149,1,40,2,2785
149,2,98,2,2785
149,5,22,2,2786
149,1,36,2,2788
149,19,44,2,2790
149,7,14,2,2791
149,2,3,2,2792
149,3,7,2,2793
149,9,4,2,2801
149,2,17,2,2801
149,1,40,2,2801
149,3,3,2,2803
149,3,34,2,2810
56,10,41,2,2812
56,4,51,2,2814
56,1,7,2,2814
239,2,3,2,2818
239,23,1,2,2818
239,4,6,2,2818
239,14,18,2,2819
239,2,66,2,2822
239,8,31,2,2823
239,4,18,2,2827
74,18,44,2,2828
513,7,21,2,2828
468,3,20,2,2829
468,1,9,2,2829
468,5,20,2,2832
468,12,10,2,2833
468,5,16,2,2833
468,13,11,2,2835
468,4,17,2,2840
468,2,4,2,2842
468,3,50,2,2847
468,10,5,2,2852
468,5,2,2,2855
468,5,66,2,2856
523,1,19,2,2856
523,4,148,2,2858
523,1,4,2,2859
523,5,16,2,2861
523,9,49,2,2861
110,2,63,1,2861
629,8,11,2,2870
629,14,25,2,2873
629,7,14,2,2873
629,5,12,2,2875
629,3,27,2,2879
629,2,2,2,2880
629,2,70,2,2881
629,7,8,2,2885
629,3,6,2,2886
629,2,4,2,2887
984,1,27,2,2888
984,3,13,2,2893
984,4,58,2,2894
984,3,66,2,2894
984,3,18,2,2902
984,10,62,2,2902
984,2,45,2,2904
879,4,8,2,2905
879,3,81,2,2906
879,1,13,2,2906
879,2,34,2,2906
879,5,75,2,2911
879,1,19,2,2914
418,6,40,2,2916
418,4,7,2,2920
418,2,33,2,2922
418,4,10,2,2923
418,2,50,2,2923
418,1,34,2,2926
418,5,19,2,2926
418,5,8,2,2926
418,2,26,2,2933
418,4,69,2,2937
418,10,18,2,2940
418,4,2,2,2942
418,1,104,2,2943
418,4,30,2,2943
418,3,2,2,2945
225,3,8,2,2946
225,3,13,2,2949
225,2,24,2,2949
172,11,50,2,2949
563,4,21,2,2955
563,2,72,2,2957
563,1,21,2,2957
563,2,35,2,2959
563,2,55,2,2962
563,8,6,2,2965
563,5,10,2,2965
563,6,43,2,2966
563,5,114,2,2973
563,2,13,2,2976
563,2,15,2,2977
563,10,13,2,2979
563,6,85,2,2979
502,3,6,2,2982
502,1,157,2,2984
502,4,60,2,2986
502,1,5,2,2987
502,3,59,2,2988
502,3,11,2,2989
502,2,4,2,2990
502,1,12,2,2990
502,3,14,2,2991
502,1,31,2,2995
349,9,30,1,2996
349,2,17,1,2996
992,5,73,2,2998
992,5,9,2,3000
23,9,21,2,3000
23,2,49,2,3003
23,2,3,2,3004
23,6,16,2,3005
23,6,53,2,3006
23,3,9,2,3006
23,4,51,2,3007
23,7,19,2,3008
23,3,16,2,3009
242,1,27,2,3012
242,3,12,2,3013
242,2,27,2,3014
561,6,97,2,3014
561,4,23,2,3014
900,12,46,2,3014
900,4,4,2,3017
900,5,2,2,3019
571,1,7,2,3022
571,1,11,2,3023
571,6,95,2,3025
766,6,71,2,3025
766,7,36,2,3026
557,8,15,2,3027
557,2,30,2,3030
557,5,38,2,3032
557,8,50,2,3035
557,4,21,2,3036
557,1,36,2,3039
688,1,23,2,3040
303,3,21,2,3047
303,2,35,2,3047
303,5,57,2,3050
303,7,5,2,3053
194,5,5,2,3054
169,3,65,2,3057
169,8,1,2,3062
169,2,27,2,3064
169,2,11,2,3069
169,12,16,2,3070
169,3,9,2,3071
169,3,5,2,3073
169,9,14,2,3073
740,3,8,2,3074
740,4,124,2,3077
740,8,21,2,3085
740,2,4,2,3086
187,9,9,2,3088
187,3,8,2,3088
70,2,92,2,3091
70,1,45,2,3092
70,1,24,2,3094
70,1,20,2,3094
517,1,6,2,3095
517,3,32,2,3095
517,10,10,2,3097
517,3,21,2,3103
517,4,23,2,3104
517,2,5,2,3104
517,8,3,2,3104
517,4,100,2,3106
517,4,11,2,3106
517,7,10,2,3106
517,10,5,2,3110
517,4,20,2,3110
517,6,7,2,3110
517,7,71,2,3115
517,6,23,2,3116
517,2,13,2,3116
517,6,13,2,3116
517,6,83,2,3117
517,2,64,2,3118
517,3,9,2,3119
256,3,31,2,3121
239,4,29,2,3122
239,7,24,2,3122
239,9,2,2,3125
239,1,10,2,3133
239,6,8,2,3133
239,2,119,2,3136
239,3,14,2,3138
239,1,60,2,3141
239,3,11,2,3142
239,3,77,2,3146
239,5,30,2,3148
239,7,110,2,3148
650,4,51,2,3151
650,3,30,2,3155
650,2,21,2,3160
905,1,51,2,3160
905,2,5,2,3162
476,2,55,2,3162
476,2,14,2,3165
427,2,30,2,3165
427,1,7,2,3168
427,2,23,2,3170
427,1,2,2,3171
427,4,36,2,3171
427,2,55,2,3179
427,2,6,2,3179
427,3,31,2,3183
427,2,57,2,3190
427,1,16,2,3192
427,2,2,2,3194
427,5,9,2,3196
427,5,63,2,3197
427,5,18,2,3197
427,5,22,2,3198
427,1,74,2,3206
427,11,33,2,3211
427,4,15,2,3211
30,2,5,2,3214
30,3,20,2,3214
957,4,25,2,3215
957,5,3,2,3216
957,2,52,2,3216
957,1,16,2,3220
957,7,20,2,3224
957,2,15,2,3225
957,1,10,2,3228
957,6,88,2,3232
957,6,12,2,3239
957,3,18,2,3243
957,1,1,2,3243
957,3,79,2,3244
957,4,32,2,3244
957,4,28,2,3245
957,6,46,2,3248
957,3,23,2,3249
957,3,7,2,3250
328,5,9,1,3250
328,3,13,1,3254
615,3,49,2,3254
615,3,65,2,3254
615,2,106,2,3255
615,3,105,2,3256
258,6,9,2,3257
258,2,17,2,3257
258,9,9,2,3258
258,1,17,2,3260
258,10,74,2,3260
258,2,16,2,3261
258,5,31,2,3262
258,3,30,2,3263
258,4,40,2,3269
258,6,31,2,3273
258,6,21,2,3274
258,2,56,2,3275
233,4,61,2,3277
233,2,14,2,3279
233,1,20,2,3279
233,4,16,2,3281
233,7,31,2,3281
233,1,22,2,3286
233,1,58,2,3291
588,2,67,2,3295
588,1,21,2,3296
588,3,28,2,3299
588,9,7,2,3302
588,14,58,2,3308
387,2,49,2,3310
387,3,15,2,3311
694,6,119,2,3312
694,5,53,2,3313
694,6,33,2,3315
694,5,43,2,3318
694,5,26,2,3321
694,1,51,2,3321
694,5,11,2,3323
694,2,20,2,3325
29,4,33,2,3325
29,2,31,2,3325
29,1,9,2,3326
29,2,29,2,3329
544,7,36,2,3332
544,3,40,2,3332
679,2,29,2,3333
679,3,31,2,3334
679,2,2,2,3338
679,2,13,2,3339
679,1,26,2,3340
679,10,43,2,3341
679,1,12,2,3348
679,2,32,2,3350
679,4,9,2,3353
679,2,42,2,3354
679,7,19,2,3358
679,3,24,2,3362
858,5,3,1,3367
858,2,6,1,3367
858,4,18,1,3369
858,4,37,1,3370
393,4,20,2,3371
393,3,23,2,3375
908,2,5,2,3375
923,5,4,2,3376
118,9,4,2,3377
118,4,49,2,3378
118,3,32,2,3385
118,5,22,2,3386
118,5,40,2,3389
118,2,14,2,3390
893,1,33,2,3390
893,1,85,2,3394
893,6,5,2,3394
893,2,62,2,3395
893,3,4,2,3397
893,1,20,2,3400
893,3,5,2,3403
893,3,10,2,3404
280,2,9,2,3406
247,1,23,2,3408
247,6,10,2,3408
247,2,11,2,3409
247,3,18,2,3414
626,2,37,2,3418
626,1,30,2,3419
626,2,33,2,3419
626,2,84,2,3423
626,2,26,2,3427
121,8,6,2,3428
404,3,41,2,3431
404,7,3,2,3431
404,4,23,2,3432
404,5,30,2,3433
379,16,57,1,3434
318,2,57,2,3436
589,4,19,2,3437
589,2,19,2,3437
472,3,11,2,3441
519,3,5,2,3441
519,4,7,2,3442
519,1,19,2,3443
330,3,87,2,3443
330,1,9,2,3444
330,1,18,2,3450
953,3,32,2,3452
468,2,12,2,3454
468,3,30,2,3457
468,9,18,2,3459
468,8,7,2,3459
468,5,36,2,3460
468,3,12,2,3462
468,10,25,2,3464
468,1,24,2,3465
468,6,19,2,3465
291,1,13,2,3467
291,2,14,2,3468
291,17,71,2,3471
110,4,49,1,3473
110,2,45,1,3473
110,3,23,1,3476
110,2,14,1,3476
125,2,3,2,3478
16,1,6,2,3482
95,2,40,2,3486
95,3,6,2,3486
95,2,29,2,3487
95,5,39,2,3488
95,6,60,2,3496
95,7,39,2,3496
95,10,16,2,3496
95,4,27,2,3498
95,2,11,2,3498
95,2,9,2,3499
95,2,44,2,3501
95,3,51,2,3501
554,14,32,2,3503
554,10,34,2,3504
337,6,67,2,3505
337,2,22,2,3510
780,2,2,2,3519
780,9,27,2,3523
780,3,53,2,3523
780,2,2,2,3523
780,1,14,2,3525
780,2,23,2,3532
619,2,89,2,3542
619,3,38,2,3549
619,10,21,2,3551
619,3,28,2,3553
619,3,21,2,3553
214,5,44,1,3554
214,1,56,1,3554
853,2,23,2,3557
853,1,3,2,3559
853,2,9,2,3560
853,3,47,2,3564
853,3,33,2,3569
853,3,34,2,3570
152,2,37,2,3570
295,5,3,2,3578
994,1,33,2,3580
994,4,5,2,3583
994,7,21,2,3583
994,6,48,2,3586
994,5,4,2,3587
994,5,33,2,3589
994,2,55,2,3589
994,8,51,2,3589
994,3,81,2,3590
994,3,6,2,3592
994,2,17,2,3603
994,4,27,2,3604
441,2,9,2,3606
441,2,8,2,3606
452,7,43,2,3607
452,1,2,2,3609
955,12,36,2,3610
955,3,16,2,3612
955,3,11,2,3613
955,3,34,2,3613
955,1,33,2,3615
955,5,14,2,3616
955,2,24,2,3617
955,2,24,2,3622
955,1,81,2,3629
955,10,14,2,3631
955,2,28,2,3632
955,2,2,2,3634
582,5,9,2,3638
582,7,3,2,3638
582,8,20,2,3638
693,5,36,2,3639
693,8,13,2,3641
693,1,93,2,3642
312,2,21,1,3644
312,4,5,1,3644
312,2,37,1,3646
312,6,15,1,3648
312,3,26,1,3648
312,1,26,1,3648
312,2,73,1,3648
312,5,3,1,3648
312,4,36,1,3649
312,2,8,1,3649
312,2,76,1,3649
312,1,31,1,3650
312,4,84,1,3650
312,2,47,1,3653
312,2,14,1,3654
383,3,7,2,3659
383,2,37,2,3659
466,6,51,2,3664
466,5,9,2,3666
993,2,37,2,3668
993,2,54,2,3669
564,2,25,2,3670
564,7,40,2,3672
371,3,14,2,3673
371,2,110,2,3676
371,2,5,2,3677
371,2,56,2,3680
371,1,27,2,3684
371,7,20,2,3685
371,4,7,2,3690
726,6,26,2,3692
726,1,16,2,3693
726,23,14,2,3694
726,3,18,2,3694
13,5,74,2,3696
13,2,13,2,3697
13,4,43,2,3699
880,10,32,1,3699
880,6,121,1,3699
880,5,11,1,3702
880,2,64,1,3702
880,13,95,1,3706
727,8,2,2,3710
727,1,26,2,3711
727,1,11,2,3713
727,2,2,2,3713
727,1,28,2,3718
354,1,24,1,3718
354,2,12,1,3718
409,2,3,2,3719
409,3,24,2,3719
409,3,29,2,3726
409,3,46,2,3727
409,8,12,2,3729
409,2,61,2,3732
409,2,10,2,3732
409,3,45,2,3733
409,4,46,2,3734
409,1,44,2,3743
409,3,65,2,3744
409,6,54,2,3747
409,1,62,2,3754
409,10,22,2,3756
409,2,9,2,3757
409,3,9,2,3758
409,13,61,2,3765
409,3,19,2,3767
409,1,90,2,3769
572,12,56,2,3771
572,3,4,2,3774
947,3,8,2,3776
947,2,17,2,3778
238,3,35,2,3784
653,1,16,2,3784
653,2,87,2,3786
304,5,27,2,3787
415,2,11,1,3797
415,2,108,1,3805
415,1,8,1,3806
415,2,13,1,3808
415,3,11,1,3809
415,7,46,1,3809
415,1,12,1,3810
415,3,9,1,3811
415,1,4,1,3812
415,1,54,1,3818
178,2,12,2,3818
178,6,43,2,3820
178,6,11,2,3822
178,2,16,2,3822
178,5,12,2,3822
178,2,24,2,3822
178,6,8,2,3830
178,6,36,2,3846
321,2,42,2,3846
321,2,26,2,3848
321,1,21,2,3850
180,5,21,2,3852
180,6,82,2,3855
180,2,14,2,3856
643,5,28,1,3858
643,6,6,1,3859
643,2,24,1,3860
643,3,7,1,3861
643,3,5,1,3861
678,3,95,2,3864
678,3,12,2,3867
678,4,6,2,3867
678,1,9,2,3870
678,2,45,2,3876
678,7,10,2,3876
678,3,16,2,3878
678,3,12,2,3878
678,4,7,2,3882
678,2,38,2,3884
678,2,12,2,3886
678,12,21,2,3887
678,7,33,2,3888
678,8,5,2,3888
678,5,2,2,3890
678,4,22,2,3890
678,2,95,2,3891
678,2,9,2,3892
125,7,56,2,3894
125,1,16,2,3895
125,7,8,2,3895
125,1,7,2,3896
125,1,3,2,3896
125,1,9,2,3898
125,1,39,2,3901
125,1,10,2,3901
416,3,13,2,3904
215,4,43,2,3905
215,3,7,2,3909
215,5,22,2,3912
122,4,133,2,3915
122,4,8,2,3916
433,2,85,2,3923
433,2,31,2,3928
433,7,67,2,3928
433,2,7,2,3928
433,4,78,2,3929
433,2,2,2,3933
433,1,41,2,3935
433,2,4,2,3936
433,5,8,2,3941
433,4,68,2,3941
532,5,86,2,3941
532,2,17,2,3944
532,8,30,2,3945
532,2,1,2,3945
532,3,34,2,3947
532,2,52,2,3949
532,1,4,2,3953
532,3,44,2,3953
532,7,154,2,3953
532,3,52,2,3954
532,4,36,2,3958
532,3,19,2,3958
532,2,44,2,3959
532,2,46,2,3961
532,3,2,2,3963
532,8,32,2,3964
532,1,24,2,3964
532,2,15,2,3969
403,11,83,2,3973
403,6,40,2,3975
403,2,15,2,3978
403,6,79,2,3979
403,4,8,2,3979
542,7,19,2,3979
542,2,17,2,3984
542,3,10,2,3992
542,3,38,2,3996
542,4,9,2,3996
542,2,22,2,3996
542,6,27,2,4000
542,1,67,2,4001
542,1,22,2,4002
542,1,8,2,4002
542,1,11,2,4003
957,3,9,2,4010
992,1,94,2,4010
992,5,38,2,4013
992,1,26,2,4014
992,3,34,2,4014
992,5,3,2,4014
992,2,60,2,4014
992,2,64,2,4014
992,4,13,2,4014
327,6,87,2,4015
327,5,33,2,4017
327,6,47,2,4019
327,9,2,2,4020
327,1,53,2,4021
327,1,26,2,4022
327,2,64,2,4026
938,1,34,2,4028
938,4,18,2,4031
369,1,10,2,4033
369,2,54,2,4034
369,3,103,2,4035
369,4,27,2,4035
164,3,1,2,4037
164,6,96,2,4038
164,4,28,2,4041
164,3,77,2,4043
867,10,13,1,4044
867,4,7,1,4045
867,1,38,1,4048
867,15,58,1,4049
867,7,6,1,4051
867,4,4,1,4051
867,4,6,1,4052
867,2,87,1,4052
867,2,2,1,4054
867,2,38,1,4064
822,2,22,2,4065
822,5,7,2,4065
822,1,28,2,4069
822,15,13,2,4070
822,4,6,2,4070
805,3,14,2,4070
805,2,24,2,4073
805,2,20,2,4074
805,2,14,2,4076
805,7,8,2,4079
805,3,8,2,4080
805,4,6,2,4080
805,3,78,2,4084
805,3,2,2,4085
805,2,30,2,4085
856,2,8,1,4085
856,2,31,1,4085
255,13,10,2,4087
258,4,14,2,4088
258,6,48,2,4088
258,8,70,2,4092
258,2,49,2,4092
258,1,24,2,4093
258,1,12,2,4093
625,2,10,2,4096
625,2,9,2,4097
625,3,5,2,4097
625,7,120,2,4099
124,2,87,2,4099
124,2,21,2,4099
124,2,11,2,4099
124,5,3,2,4103
124,3,29,2,4106
124,2,66,2,4108
124,1,10,2,4112
124,3,60,2,4114
91,3,22,2,4119
91,2,71,2,4121
91,1,17,2,4124
91,2,46,2,4125
91,2,16,2,4126
91,3,12,2,4128
91,3,5,2,4129
91,2,6,2,4130
91,3,63,2,4130
91,7,4,2,4130
942,1,8,2,4133
942,5,8,2,4135
942,1,5,2,4136
485,2,24,2,4136
485,4,11,2,4140
485,6,25,2,4141
0,6,24,2,4144
0,8,28,2,4151
655,9,89,2,4151
655,2,71,2,4153
655,9,46,2,4155
655,8,26,2,4158
655,7,14,2,4159
655,1,16,2,4159
655,3,31,2,4164
354,2,168,1,4167
354,4,8,1,4167
354,4,6,1,4169
354,1,4,1,4171
354,3,27,1,4171
354,4,23,1,4174
354,4,107,1,4174
354,4,16,1,4175
354,2,98,1,4176
354,1,73,1,4178
354,11,46,1,4178
354,2,7,1,4185
354,1,24,1,4187
354,11,13,1,4188
354,1,40,1,4193
354,5,9,1,4195
354,1,44,1,4198
625,5,76,2,4203
892,7,55,2,4204
892,7,3,2,4205
892,2,30,2,4207
947,2,57,2,4208
947,2,58,2,4208
947,6,24,2,4212
947,11,46,2,4217
947,6,16,2,4217
947,2,14,2,4219
470,10,27,2,4225
470,4,8,2,4227
629,8,4,2,4228
629,1,29,2,4235
629,6,5,2,4236
629,3,2,2,4237
629,2,7,2,4239
629,3,27,2,4239
629,2,88,2,4239
629,5,13,2,4239
629,9,4,2,4241
728,1,19,2,4242
527,3,108,2,4242
527,7,49,2,4243
527,1,16,2,4249
527,1,7,2,4250
527,3,20,2,4253
527,1,20,2,4256
306,3,46,2,4258
809,3,19,2,4259
809,1,3,2,4262
809,2,29,2,4266
809,1,14,2,4268
809,4,66,2,4269
809,5,25,2,4271
809,7,22,2,4272
284,2,11,1,4275
284,2,19,1,4275
284,3,7,1,4275
275,8,5,2,4277
275,4,3,2,4279
614,1,58,2,4280
614,2,65,2,4282
614,8,16,2,4284
614,3,5,2,4287
614,2,2,2,4287
614,7,31,2,4287
925,1,7,2,4290
925,3,125,2,4291
925,1,5,2,4291
925,5,14,2,4292
925,2,7,2,4292
925,5,64,2,4293
925,2,72,2,4297
925,7,14,2,4297
925,25,21,2,4300
925,10,68,2,4302
925,2,38,2,4304
968,1,25,2,4305
968,5,42,2,4305
968,15,41,2,4309
968,3,16,2,4311
968,3,2,2,4311
968,1,33,2,4314
968,19,14,2,4315
968,3,12,2,4317
679,5,29,2,4319
679,1,26,2,4322
26,4,4,2,4323
26,3,18,2,4325
26,8,29,2,4328
193,1,49,2,4329
193,1,22,2,4331
193,6,19,2,4331
193,5,5,2,4331
193,20,59,2,4332
193,5,14,2,4338
193,2,1,2,4338
193,8,4,2,4342
820,12,30,2,4344
820,2,43,2,4344
820,9,24,2,4352
820,3,10,2,4353
899,2,12,2,4361
718,4,89,2,4369
718,2,6,2,4373
718,12,2,2,4373
718,9,30,2,4375
718,7,3,2,4375
718,8,5,2,4376
718,1,33,2,4384
718,6,13,2,4385
757,14,22,2,4388
757,1,8,2,4392
757,2,17,2,4393
757,19,4,2,4393
757,2,51,2,4397
757,8,3,2,4398
864,6,71,2,4406
864,3,69,2,4406
831,3,18,2,4409
802,1,31,2,4410
961,2,54,2,4410
961,3,2,2,4412
892,1,21,2,4417
892,3,63,2,4420
892,10,24,2,4421
892,2,5,2,4421
892,3,5,2,4422
892,9,19,2,4422
892,3,4,2,4423
892,6,88,2,4426
892,10,68,2,4426
579,6,2,2,4429
579,1,43,2,4430
686,5,42,2,4430
686,3,48,2,4431
686,7,116,2,4433
686,1,15,2,4436
686,4,2,2,4445
686,4,22,2,4445
686,3,7,2,4452
686,8,38,2,4457
686,6,30,2,4461
686,4,14,2,4465
686,11,9,2,4466
686,2,60,2,4466
686,7,23,2,4470
686,15,64,2,4470
686,2,3,2,4470
686,2,8,2,4471
686,2,13,2,4472
686,8,3,2,4478
693,3,9,2,4479
944,2,41,2,4483
944,7,12,2,4484
944,1,20,2,4485
944,4,5,2,4485
944,5,76,2,4487
944,2,15,2,4487
944,1,127,2,4489
287,2,8,2,4494
287,3,30,2,4497
287,1,22,2,4500
287,5,30,2,4503
770,3,36,2,4505
937,3,26,1,4505
692,5,4,1,4507
692,15,19,1,4508
939,6,18,1,4509
939,5,90,1,4512
939,1,49,1,4512
670,3,23,2,4513
670,4,8,2,4514
670,2,16,2,4515
670,11,9,2,4518
670,5,11,2,4520
670,9,15,2,4527
670,5,16,2,4527
670,1,197,2,4527
670,11,55,2,4529
670,12,112,2,4530
670,2,5,2,4536
925,4,29,2,4536
680,2,16,2,4537
680,2,51,2,4541
680,6,15,2,4542
680,5,5,2,4544
680,2,6,2,4548
680,2,49,2,4549
680,6,1,2,4549
680,2,99,2,4550
680,2,110,2,4550
680,2,7,2,4551
680,1,1,2,4551
680,4,38,2,4552
680,2,5,2,4552
951,13,32,2,4553
951,4,10,2,4555
951,1,8,2,4555
951,8,23,2,4556
951,13,24,2,4557
951,2,15,2,4558
951,3,3,2,4558
951,1,2,2,4558
951,4,4,2,4558
951,2,38,2,4559
951,5,53,2,4562
426,2,4,2,4564
426,5,84,2,4565
426,1,17,2,4566
426,3,31,2,4566
426,2,54,2,4568
426,7,6,2,4569
426,4,8,2,4576
426,1,23,2,4577
426,2,90,2,4584
426,3,6,2,4588
426,2,14,2,4589
426,7,13,2,4590
426,1,28,2,4590
793,4,18,2,4591
348,3,5,2,4593
348,2,38,2,4594
348,2,6,2,4598
348,2,2,2,4599
348,1,66,2,4603
348,3,4,2,4604
348,5,22,2,4605
348,17,30,2,4607
739,1,45,2,4612
739,2,11,2,4613
739,8,22,2,4618
758,1,12,2,4620
758,3,28,2,4620
758,2,1,2,4621
758,10,30,2,4624
758,7,41,2,4624
758,11,64,2,4625
758,4,2,2,4625
149,5,25,2,4626
149,4,62,2,4626
149,3,5,2,4632
149,2,45,2,4635
149,3,10,2,4637
149,1,134,2,4641
440,14,18,2,4641
440,1,41,2,4642
440,2,34,2,4649
440,4,9,2,4651
440,5,12,2,4651
440,3,32,2,4655
440,3,24,2,4655
440,2,5,2,4657
440,1,31,2,4657
440,3,28,2,4658
440,1,14,2,4661
440,8,4,2,4661
440,3,7,2,4663
440,2,2,2,4665
440,3,5,2,4666
440,7,10,2,4669
440,6,57,2,4669
440,3,9,2,4672
440,4,2,2,4672
440,5,14,2,4675
440,2,10,2,4677
727,1,2,2,4677
727,5,17,2,4679
66,3,2,2,4680
249,6,167,2,4682
412,2,75,2,4685
412,6,16,2,4689
412,13,5,2,4690
412,1,19,2,4694
412,3,105,2,4695
307,10,51,2,4699
307,2,30,2,4701
294,3,5,2,4704
294,8,46,2,4705
294,6,21,2,4707
549,3,59,2,4708
549,5,11,2,4711
549,2,40,2,4711
549,2,4,2,4712
549,2,34,2,4715
549,2,8,2,4717
549,1,6,2,4718
568,7,22,2,4719
568,3,89,2,4721
568,7,19,2,4723
568,2,50,2,4727
568,1,81,2,4731
568,5,40,2,4732
568,2,47,2,4736
568,3,24,2,4737
568,1,18,2,4738
568,1,30,2,4740
223,8,59,2,4740
223,6,6,2,4743
223,2,43,2,4743
223,6,3,2,4744
223,5,135,2,4745
223,1,52,2,4749
223,2,2,2,4750
634,2,49,2,4750
634,9,25,2,4752
634,4,33,2,4761
634,1,23,2,4761
673,3,10,2,4762
673,2,13,2,4763
673,1,10,2,4766
673,3,16,2,4768
673,8,87,2,4769
673,3,28,2,4770
673,18,55,2,4771
673,4,12,2,4774
673,1,95,2,4776
673,3,73,2,4776
673,4,47,2,4781
673,5,15,2,4782
673,1,44,2,4791
673,1,6,2,4791
673,6,42,2,4792
556,6,7,2,4795
556,8,2,2,4796
556,5,17,2,4797
556,5,15,2,4798
556,7,49,2,4802
556,4,37,2,4803
556,3,3,2,4808
556,3,22,2,4811
243,3,15,2,4811
243,2,15,2,4812
758,3,28,2,4813
758,6,7,2,4814
758,7,12,2,4814
181,3,5,2,4819
181,2,13,2,4819
232,7,20,1,4819
232,7,3,1,4820
767,3,22,2,4828
767,7,6,2,4832
767,1,3,2,4833
767,3,19,2,4836
466,3,12,2,4836
193,4,2,2,4837
193,1,72,2,4844
193,1,6,2,4846
193,2,22,2,4848
193,4,59,2,4853
193,2,18,2,4857
324,3,14,1,4858
324,3,37,1,4859
324,7,30,1,4862
324,2,15,1,4862
324,4,5,1,4864
324,11,5,1,4865
324,5,23,1,4867
324,8,19,1,4872
324,6,22,1,4874
324,2,70,1,4877
324,12,10,1,4880
324,1,18,1,4885
324,8,64,1,4886
324,6,50,1,4886
947,2,12,2,4888
534,4,15,1,4894
349,2,6,1,4896
349,5,21,1,4898
349,4,88,1,4901
64,2,28,2,4901
359,5,20,2,4903
359,1,11,2,4907
359,3,61,2,4907
178,5,15,2,4914
178,7,9,2,4917
178,2,3,2,4918
178,4,20,2,4921
178,2,63,2,4922
178,3,26,2,4925
25,8,29,2,4925
796,2,15,2,4926
796,3,12,2,4926
796,1,15,2,4927
796,2,6,2,4932
796,2,7,2,4939
419,1,6,2,4943
419,2,57,2,4944
419,2,12,2,4946
350,2,23,2,4946
421,7,5,2,4948
421,6,2,2,4949
421,2,14,2,4951
421,3,21,2,4952
421,5,33,2,4953
640,1,55,1,4955
640,4,23,1,4960
640,1,12,1,4963
151,6,43,1,4968
151,9,84,1,4969
151,1,61,1,4970
151,2,8,1,4971
450,1,34,2,4976
450,5,2,2,4980
681,3,12,2,4981
681,2,2,2,4982
681,6,2,2,4982
681,6,23,2,4989
196,1,5,2,4990
196,5,41,2,4991
196,1,2,2,4992
196,2,114,2,4992
196,4,17,2,4995
196,2,16,2,4998
443,1,52,2,5000
443,6,18,2,5008
443,2,32,2,5011
443,11,27,2,5022
534,2,4,1,5022
534,6,18,1,5022
534,2,59,1,5026
534,12,52,1,5033
534,4,71,1,5033
534,1,10,1,5034
534,1,38,1,5036
229,10,10,2,5039
229,7,7,2,5041
832,7,53,2,5043
832,1,11,2,5047
832,2,14,2,5053
832,2,42,2,5056
535,2,6,1,5058
535,3,124,1,5059
535,3,71,1,5059
535,5,51,1,5059
535,3,10,1,5059
535,4,1,1,5062
330,2,6,2,5064
330,1,2,2,5068
330,2,6,2,5071
330,1,44,2,5075
330,11,8,2,5076
330,3,20,2,5077
330,5,87,2,5078
330,6,6,2,5079
729,1,8,2,5080
729,2,12,2,5083
729,8,16,2,5084
729,14,124,2,5085
729,1,5,2,5087
729,2,20,2,5089
820,8,30,2,5089
820,2,5,2,5094
820,1,28,2,5095
820,3,17,2,5096
820,5,31,2,5097
820,5,22,2,5097
820,3,40,2,5100
