userid,expected-time-to-completion,memory,priority,arrival-time
688,3,45,2,2371
688,3,4,2,2373
775,1,48,2,2373
775,4,45,2,2374
775,7,5,2,2374
775,5,7,2,2374
775,4,69,2,2376
775,1,17,2,2376
775,2,14,2,2376
775,1,28,2,2378
775,3,36,2,2381
775,9,19,2,2383
775,7,1,2,2384
775,3,10,2,2385
775,6,23,2,2388
775,1,15,2,2391
775,2,179,2,2392
775,1,33,2,2393
775,6,26,2,2395
775,1,213,2,2395
775,2,28,2,2398
442,5,14,1,2400
442,4,13,1,2401
273,1,12,2,2403
273,4,1,2,2405
273,1,64,2,2406
273,4,23,2,2408
273,6,46,2,2411
273,5,16,2,2413
273,2,8,2,2415
273,3,43,2,2419
273,12,2,2,2420
4,1,16,2,2421
4,3,21,2,2422
4,2,37,2,2423
4,4,3,2,2427
723,2,117,1,2428
723,4,35,1,2430
723,2,60,1,2431
723,2,16,1,2435
350,5,60,2,2439
493,327,374,3,2440
280,2,45,1,2440
280,1,3,1,2442
280,6,88,1,2447
280,8,14,1,2450
280,2,17,1,2452
280,2,23,1,2453
295,7,4,2,2453
295,7,35,2,2459
295,2,7,2,2464
295,4,38,2,2466
295,3,9,2,2470
295,8,27,2,2474
295,5,16,2,2477
295,3,16,2,2479
295,2,50,2,2488
295,5,78,2,2490
295,1,16,2,2491
295,1,13,2,2492
295,14,20,2,2496
295,3,34,2,2496
295,8,6,2,2497
295,3,33,2,2499
295,4,3,2,2501
295,1,9,2,2505
295,1,20,2,2505
295,4,31,2,2505
295,2,27,2,2506
295,1,21,2,2509
295,7,9,2,2510
826,15,56,2,2511
826,2,3,2,2513
826,2,53,2,2517
233,3,9,2,2519
233,5,31,2,2520
233,11,83,2,2520
233,4,22,2,2522
233,5,20,2,2524
233,11,10,2,2527
233,2,51,2,2532
36,173,147,3,2533
36,421,13,3,2535
36,653,47,3,2535
36,263,161,3,2536
36,1624,6,3,2537
36,1,634,3,2537
36,30,95,3,2541
36,297,25,3,2542
36,265,712,3,2543
36,229,69,3,2546
36,11,291,3,2548
795,2,7,2,2559
795,2,71,2,2560
795,1,50,2,2560
795,5,30,2,2560
795,3,31,2,2565
795,1,89,2,2568
795,2,22,2,2569
795,27,2,2,2570
766,6,21,2,2571
766,6,2,2,2571
805,1,65,1,2575
600,3,9,2,2575
600,3,20,2,2577
600,1,37,2,2580
600,2,19,2,2585
223,309,122,3,2591
223,564,426,3,2592
223,117,64,3,2594
706,3,3,2,2596
706,1,41,2,2598
706,6,62,2,2599
706,4,29,2,2600
633,13,39,2,2603
404,5,41,2,2612
404,4,3,2,2613
404,2,7,2,2616
404,3,5,2,2622
235,2,15,1,2623
235,2,17,1,2626
235,2,19,1,2626
806,4,16,2,2629
806,10,19,2,2629
806,2,33,2,2632
806,3,72,2,2632
806,3,27,2,2634
533,12,35,2,2636
533,4,29,2,2638
800,3,3,2,2640
800,2,23,2,2645
800,3,14,2,2645
800,2,57,2,2646
800,3,2,2,2646
800,12,10,2,2646
800,2,27,2,2647
800,3,10,2,2648
800,8,3,2,2651
800,1,62,2,2653
167,3,29,2,2656
938,2,7,2,2658
938,4,21,2,2659
938,1,2,2,2660
938,8,10,2,2662
938,7,42,2,2663
938,5,51,2,2664
938,7,55,2,2666
938,2,16,2,2668
937,1,28,2,2670
937,4,3,2,2674
937,1,23,2,2675
937,5,40,2,2681
937,2,16,2,2686
937,2,13,2,2687
60,5,4,1,2687
60,2,21,1,2688
60,8,20,1,2689
60,10,16,1,2691
60,1,74,1,2692
467,4,5,2,2697
467,2,41,2,2698
467,6,19,2,2699
467,3,13,2,2700
467,1,43,2,2702
467,2,12,2,2702
467,5,61,2,2702
467,2,3,2,2705
318,4,49,2,2706
318,2,4,2,2706
318,1,24,2,2707
318,5,33,2,2708
813,6,7,2,2709
813,1,87,2,2709
813,1,10,2,2710
813,10,8,2,2712
936,4,22,2,2713
936,4,10,2,2720
936,7,43,2,2721
71,3,44,2,2725
71,1,18,2,2725
71,1,4,2,2730
71,7,81,2,2731
114,2,13,2,2731
114,1,30,2,2732
114,1,25,2,2735
114,2,12,2,2736
114,2,72,2,2737
114,9,79,2,2738
114,2,11,2,2744
713,418,464,3,2749
772,3,33,2,2750
772,3,11,2,2750
772,1,86,2,2752
772,8,3,2,2754
451,3,20,2,2761
451,3,23,2,2762
451,1,1,2,2763
966,3,36,2,2764
966,3,26,2,2765
966,5,65,2,2767
966,4,54,2,2767
966,6,29,2,2769
966,1,5,2,2775
966,2,5,2,2776
901,7,21,2,2776
901,5,5,2,2776
901,4,5,2,2776
901,6,83,2,2781
901,1,4,2,2786
901,1,6,2,2788
901,9,104,2,2795
901,11,41,2,2799
901,2,47,2,2799
888,5,44,2,2799
888,4,12,2,2800
888,3,6,2,2803
888,5,11,2,2805
888,1,43,2,2807
888,2,39,2,2809
888,2,66,2,2810
888,2,18,2,2816
888,1,3,2,2816
888,10,4,2,2819
888,3,14,2,2823
111,1,3,2,2825
111,6,19,2,2827
111,2,51,2,2829
111,2,15,2,2829
730,4,2,2,2834
730,1,5,2,2836
730,6,19,2,2838
730,5,4,2,2839
385,4,7,2,2840
385,7,60,2,2845
385,2,17,2,2850
385,2,10,2,2853
385,3,2,2,2854
385,3,4,2,2855
385,3,14,2,2856
804,101,104,3,2857
804,206,441,3,2859
804,6,732,3,2860
804,74,547,3,2861
804,278,999,3,2862
804,369,266,3,2866
804,174,349,3,2866
804,87,866,3,2868
804,531,166,3,2871
804,349,409,3,2873
804,72,483,3,2876
804,32,133,3,2877
804,70,543,3,2877
804,37,854,3,2877
804,201,46,3,2878
804,533,30,3,2879
804,363,23,3,2885
804,422,299,3,2886
804,57,361,3,2886
804,59,351,3,2887
804,324,76,3,2887
804,187,999,3,2888
59,10,4,2,2889
982,4,18,2,2893
413,5,32,2,2896
413,3,15,2,2896
413,3,20,2,2903
413,3,124,2,2903
413,4,52,2,2906
413,1,5,2,2906
413,1,29,2,2909
413,9,33,2,2909
413,2,127,2,2909
413,2,2,2,2909
413,4,14,2,2910
784,4,58,2,2910
784,3,63,2,2913
784,3,10,2,2914
455,3,34,2,2914
455,2,29,2,2916
455,2,17,2,2921
322,3,30,2,2921
322,3,6,2,2925
721,1,13,2,2925
721,1,8,2,2927
721,2,12,2,2928
721,4,7,2,2931
721,3,9,2,2938
804,109,12,3,2939
804,316,648,3,2940
683,8,59,2,2940
182,3,16,1,2943
182,2,31,1,2944
485,2,172,2,2944
485,7,48,2,2947
485,1,2,2,2954
485,2,10,2,2955
485,2,43,2,2955
485,3,17,2,2955
485,2,19,2,2955
485,3,2,2,2956
485,1,12,2,2957
485,2,2,2,2958
485,2,13,2,2959
888,1,89,2,2960
888,4,7,2,2960
888,3,105,2,2961
888,6,25,2,2965
367,1,27,2,2965
367,3,4,2,2965
367,7,25,2,2969
786,9,23,1,2975
17,4,8,2,2976
17,1,16,2,2977
156,2,11,2,2978
156,5,25,2,2980
156,2,12,2,2982
156,6,74,2,2983
156,2,21,2,2983
156,9,5,2,2985
156,8,3,2,2987
156,14,11,2,2991
156,5,3,2,2991
156,2,51,2,2992
371,3,31,2,2993
371,2,51,2,2993
371,1,7,2,2994
371,9,8,2,2994
371,5,11,2,2997
206,4,20,2,2997
206,2,8,2,2998
206,4,3,2,2999
206,1,61,2,3000
206,2,2,2,3001
206,4,70,2,3004
333,2,15,1,3017
333,1,7,1,3018
333,2,101,1,3020
333,1,34,1,3020
176,4,12,2,3024
176,9,66,2,3024
176,12,43,2,3026
176,4,4,2,3027
176,2,1,2,3031
176,4,49,2,3037
176,1,33,2,3037
176,3,6,2,3037
176,2,21,2,3039
176,5,11,2,3042
176,9,44,2,3048
176,4,44,2,3048
176,1,18,2,3051
175,2,14,2,3055
666,2,3,2,3059
273,10,12,2,3063
273,2,74,2,3066
273,2,14,2,3067
273,3,30,2,3069
273,2,15,2,3075
273,12,165,2,3075
273,2,42,2,3076
273,10,9,2,3077
273,1,20,2,3077
273,1,57,2,3082
273,6,22,2,3084
273,8,59,2,3086
273,1,62,2,3086
273,2,52,2,3089
273,7,10,2,3089
273,3,39,2,3092
273,8,12,2,3093
273,3,103,2,3093
273,1,13,2,3095
273,2,27,2,3096
273,2,27,2,3096
273,5,34,2,3097
724,2,3,2,3098
724,4,4,2,3100
724,3,42,2,3101
724,4,7,2,3102
387,1,39,2,3104
387,2,39,2,3107
387,4,53,2,3107
387,6,3,2,3113
387,1,53,2,3115
387,1,10,2,3119
387,11,18,2,3121
387,2,66,2,3125
166,1126,77,3,3126
166,853,341,3,3128
166,363,80,3,3130
166,105,451,3,3137
166,216,147,3,3138
509,8,25,2,3138
509,2,2,2,3140
509,3,22,2,3141
192,6,8,2,3142
399,2,14,2,3149
399,4,16,2,3152
399,2,7,2,3153
399,4,3,2,3153
666,2,20,2,3153
666,5,6,2,3153
666,1,3,2,3154
666,2,21,2,3154
666,8,28,2,3156
666,2,3,2,3163
666,2,1,2,3165
666,2,14,2,3167
666,3,46,2,3170
585,2,20,2,3171
585,2,2,2,3172
585,1,9,2,3175
585,2,19,2,3175
172,3,2,2,3179
172,5,67,2,3181
172,4,33,2,3183
172,5,53,2,3186
172,2,12,2,3189
555,3,32,2,3190
555,5,132,2,3193
555,6,8,2,3197
555,8,3,2,3197
555,1,25,2,3199
555,3,14,2,3201
555,2,6,2,3207
555,5,16,2,3208
555,4,32,2,3211
555,1,17,2,3213
555,3,6,2,3214
555,5,14,2,3214
555,2,35,2,3218
966,8,11,2,3223
966,2,18,2,3223
966,2,22,2,3223
966,3,19,2,3228
966,2,52,2,3228
966,1,7,2,3241
966,10,1,2,3244
966,1,28,2,3245
966,4,9,2,3245
966,2,43,2,3248
966,9,24,2,3248
966,7,6,2,3248
966,3,15,2,3251
966,3,33,2,3253
966,9,44,2,3253
966,4,9,2,3253
893,1,25,2,3255
72,22,111,3,3255
72,739,265,3,3256
72,791,76,3,3258
335,3,16,2,3260
335,11,12,2,3262
335,6,34,2,3263
682,3,30,2,3264
682,4,41,2,3265
682,1,35,2,3265
682,2,58,2,3267
682,3,45,2,3269
682,2,37,2,3269
682,2,45,2,3273
682,3,24,2,3273
682,3,6,2,3274
682,2,13,2,3279
682,2,22,2,3279
682,3,72,2,3279
682,3,18,2,3279
569,6,107,2,3284
569,4,2,2,3284
569,4,37,2,3285
569,6,23,2,3288
569,5,11,2,3289
569,3,2,2,3290
564,34,97,3,3300
564,366,232,3,3300
564,346,38,3,3300
564,47,116,3,3304
564,263,148,3,3304
564,513,552,3,3304
564,161,18,3,3305
507,333,91,3,3306
622,5,30,2,3307
622,2,45,2,3309
622,6,20,2,3309
622,2,15,2,3310
622,4,28,2,3314
622,1,5,2,3318
622,4,4,2,3319
622,4,17,2,3319
341,3,80,1,3321
341,2,22,1,3325
341,4,3,1,3325
341,6,22,1,3327
341,2,23,1,3334
341,2,50,1,3335
341,5,6,1,3335
296,2,22,2,3335
296,1,33,2,3336
296,4,43,2,3336
296,9,36,2,3336
296,4,62,2,3337
296,2,10,2,3339
296,3,36,2,3339
296,1,23,2,3343
296,1,30,2,3344
296,9,9,2,3347
296,3,68,2,3347
296,3,28,2,3348
296,1,3,2,3351
296,2,3,2,3352
296,4,3,2,3352
575,6,27,2,3352
575,5,54,2,3353
575,3,12,2,3354
575,2,14,2,3354
575,2,33,2,3356
575,3,27,2,3359
466,4,10,2,3359
466,4,65,2,3359
466,6,49,2,3361
466,1,5,2,3362
466,1,13,2,3362
329,19,52,2,3364
329,8,24,2,3367
329,6,26,2,3367
329,2,2,2,3368
329,1,10,2,3373
329,7,17,2,3375
329,11,100,2,3376
329,3,99,2,3377
329,5,22,2,3380
356,9,60,2,3382
356,2,57,2,3384
356,3,11,2,3385
356,4,120,2,3386
275,85,29,3,3386
275,82,110,3,3387
275,342,178,3,3387
918,1,9,2,3387
918,1,31,2,3388
918,2,28,2,3389
918,2,75,2,3389
918,3,1,2,3392
918,1,56,2,3394
918,4,93,2,3402
997,1,63,2,3402
344,21,27,2,3406
344,5,7,2,3408
344,2,65,2,3410
344,3,4,2,3412
615,47,16,3,3412
615,469,457,3,3412
615,17,101,3,3414
615,382,249,3,3414
615,45,196,3,3416
615,358,367,3,3416
738,2,7,2,3420
313,84,999,3,3421
313,234,42,3,3422
313,664,706,3,3424
313,4,895,3,3425
313,167,655,3,3428
313,219,684,3,3429
313,195,341,3,3430
313,42,415,3,3430
852,1,3,2,3431
852,1,31,2,3432
852,9,15,2,3433
852,10,21,2,3433
852,1,20,2,3434
852,7,13,2,3438
852,9,36,2,3438
852,3,90,2,3444
852,22,79,2,3448
227,2,82,2,3452
227,5,16,2,3452
227,5,111,2,3463
694,6,20,2,3463
77,2,2,2,3464
77,2,31,2,3465
77,2,34,2,3466
77,1,70,2,3468
77,4,8,2,3472
77,1,5,2,3473
77,2,24,2,3476
712,3,87,2,3483
712,3,30,2,3483
712,14,8,2,3483
712,15,27,2,3486
695,362,313,3,3486
695,11,999,3,3487
695,982,278,3,3488
695,250,268,3,3488
695,139,74,3,3490
695,230,150,3,3491
695,214,297,3,3493
695,115,26,3,3500
695,177,203,3,3500
695,11,50,3,3501
818,1,2,2,3505
818,2,9,2,3510
818,5,14,2,3514
818,5,2,2,3515
818,1,9,2,3515
818,9,12,2,3516
818,2,8,2,3518
818,2,15,2,3519
818,6,137,2,3521
818,2,53,2,3524
818,3,45,2,3527
818,6,23,2,3529
818,1,17,2,3531
818,2,4,2,3534
818,9,4,2,3536
897,2,19,2,3538
897,8,1,2,3538
52,9,47,2,3539
52,1,37,2,3539
52,2,7,2,3541
52,2,36,2,3541
275,128,999,3,3542
694,2,44,2,3543
694,6,10,2,3546
694,4,63,2,3548
694,4,27,2,3551
694,4,32,2,3552
694,10,29,2,3555
694,4,14,2,3555
694,1,7,2,3558
694,4,71,2,3559
694,6,4,2,3563
694,2,98,2,3565
694,1,48,2,3571
694,7,5,2,3572
694,8,127,2,3575
53,435,231,3,3577
53,162,138,3,3578
53,134,252,3,3578
53,160,166,3,3579
53,104,373,3,3580
352,1,36,2,3581
352,2,15,2,3582
352,13,16,2,3584
352,6,32,2,3587
352,6,115,2,3590
352,2,4,2,3590
352,2,43,2,3590
352,9,38,2,3590
352,3,10,2,3591
911,2,12,2,3592
911,2,16,2,3592
911,5,58,2,3592
911,2,13,2,3594
74,2,18,2,3594
929,3,3,2,3595
929,2,19,2,3595
929,1,69,2,3596
929,2,17,2,3601
484,1284,349,3,3601
484,617,847,3,3603
484,297,170,3,3604
484,13,20,3,3606
484,431,193,3,3607
131,4,21,2,3610
131,2,43,2,3613
131,5,2,2,3613
131,3,13,2,3614
131,1,10,2,3614
131,1,49,2,3619
131,2,13,2,3619
131,7,16,2,3620
131,2,21,2,3624
486,11,730,3,3625
486,34,293,3,3627
486,527,290,3,3628
486,474,75,3,3631
486,228,67,3,3635
486,401,43,3,3635
486,218,244,3,3638
486,2,308,3,3638
486,261,245,3,3638
869,2,39,2,3638
869,3,3,2,3644
869,5,12,2,3649
869,4,20,2,3649
24,7,7,1,3652
24,2,5,1,3656
24,4,25,1,3658
24,5,17,1,3660
24,5,44,1,3662
24,1,9,1,3662
24,5,7,1,3666
24,1,28,1,3667
24,5,148,1,3667
24,1,100,1,3667
24,3,67,1,3668
24,1,69,1,3668
24,8,14,1,3669
24,2,13,1,3676
24,9,78,1,3677
24,3,3,1,3679
24,2,3,1,3680
24,8,31,1,3684
24,5,9,1,3687
24,3,3,1,3693
24,1,116,1,3693
24,2,43,1,3693
24,2,38,1,3696
24,3,14,1,3697
24,5,14,1,3698
24,8,44,1,3700
671,6,11,2,3701
671,9,35,2,3703
671,5,4,2,3704
671,16,14,2,3704
42,4,2,2,3704
42,2,13,2,3707
42,5,46,2,3708
42,2,13,2,3708
42,1,25,2,3708
42,2,14,2,3709
153,6,73,2,3710
153,2,2,2,3716
153,2,26,2,3717
153,7,23,2,3719
153,2,35,2,3721
153,1,15,2,3722
153,4,35,2,3723
153,6,46,2,3724
908,4,22,2,3724
427,7,2,2,3724
427,4,21,2,3727
427,1,20,2,3727
427,6,47,2,3728
427,3,13,2,3728
427,3,32,2,3730
427,1,6,2,3732
427,1,26,2,3737
574,3,8,2,3741
574,3,5,2,3741
574,3,109,2,3742
574,2,144,2,3743
574,2,48,2,3744
574,6,14,2,3750
574,3,67,2,3751
574,3,79,2,3753
574,2,21,2,3754
574,7,47,2,3758
574,2,9,2,3761
574,2,60,2,3764
574,6,25,2,3767
574,2,29,2,3768
557,6,67,2,3770
557,2,11,2,3779
557,3,38,2,3780
557,2,22,2,3782
557,2,10,2,3784
520,1,20,2,3790
520,3,45,2,3795
520,3,40,2,3797
520,2,31,2,3798
520,2,71,2,3798
520,1,3,2,3802
607,1,34,1,3802
607,2,27,1,3806
607,2,13,1,3806
607,2,23,1,3807
607,1,3,1,3809
607,15,41,1,3811
607,5,3,1,3812
607,3,208,1,3812
322,3,13,2,3813
322,6,29,2,3814
322,4,71,2,3816
322,2,34,2,3817
145,3,17,2,3818
145,8,38,2,3818
145,9,37,2,3827
412,447,36,3,3827
771,4,2,2,3832
694,4,68,2,3833
694,3,23,2,3833
694,2,28,2,3836
694,2,38,2,3839
694,12,11,2,3841
694,3,63,2,3842
694,2,62,2,3846
694,1,6,2,3850
694,2,16,2,3853
694,2,120,2,3856
694,6,57,2,3857
694,5,9,2,3858
694,3,16,2,3860
694,1,8,2,3861
694,3,50,2,3861
694,1,38,2,3862
694,3,19,2,3867
694,7,34,2,3868
29,3,38,2,3870
576,3,23,2,3870
167,2,19,2,3874
370,1,24,2,3875
370,2,27,2,3878
370,3,23,2,3880
873,6,16,2,3883
873,7,59,2,3884
873,4,89,2,3890
873,6,7,2,3891
873,1,15,2,3893
873,8,3,2,3897
873,3,12,2,3904
873,2,70,2,3905
873,3,36,2,3908
873,3,23,2,3912
873,2,38,2,3913
873,2,36,2,3914
873,2,32,2,3914
873,3,64,2,3915
873,2,14,2,3916
873,9,44,2,3916
873,3,48,2,3917
873,2,22,2,3920
873,5,10,2,3920
873,7,2,2,3920
676,7,17,2,3921
676,2,50,2,3928
676,6,90,2,3935
676,2,6,2,3937
676,8,13,2,3939
676,2,38,2,3939
676,7,15,2,3941
187,1,74,2,3942
187,4,2,2,3945
187,3,8,2,3946
78,815,493,3,3947
78,127,99,3,3947
78,172,149,3,3947
78,279,620,3,3948
421,7,44,2,3949
421,12,49,2,3951
421,2,3,2,3956
421,5,56,2,3957
421,5,66,2,3959
421,4,44,2,3960
421,1,1,2,3966
544,2,14,2,3968
544,3,13,2,3971
544,2,13,2,3971
623,1,33,1,3972
623,5,23,1,3974
250,2,6,2,3975
250,2,15,2,3975
321,2,71,2,3977
628,1,13,2,3977
195,2,9,2,3982
195,10,18,2,3983
830,1,27,2,3984
830,3,32,2,3995
830,3,52,2,3995
830,5,7,2,3995
830,6,14,2,3998
317,1,30,2,3998
317,1,22,2,3999
568,223,107,3,3999
167,3,3,2,4000
167,2,62,2,4002
167,3,48,2,4003
167,3,22,2,4005
167,2,5,2,4009
167,4,5,2,4017
167,4,49,2,4018
167,2,42,2,4018
167,7,2,2,4019
167,3,3,2,4020
167,3,9,2,4021
167,2,38,2,4021
167,4,79,2,4022
167,7,24,2,4023
167,4,58,2,4032
167,5,12,2,4038
167,4,11,2,4038
167,5,18,2,4040
167,2,31,2,4043
167,1,24,2,4043
167,5,30,2,4044
167,2,40,2,4044
167,2,31,2,4045
167,6,75,2,4046
167,1,3,2,4046
167,3,32,2,4047
167,2,119,2,4047
167,2,3,2,4048
167,2,57,2,4050
578,6,36,2,4050
665,2,119,2,4051
665,2,53,2,4052
665,2,17,2,4053
380,6,29,2,4055
380,1,30,2,4059
51,2,114,1,4060
526,3,12,2,4066
526,2,5,2,4069
526,3,7,2,4073
526,14,44,2,4075
526,2,12,2,4080
526,8,46,2,4083
526,1,29,2,4084
526,3,55,2,4087
526,1,5,2,4089
526,9,33,2,4093
526,2,43,2,4102
526,1,16,2,4102
526,2,28,2,4107
526,7,7,2,4107
526,1,66,2,4109
526,2,13,2,4111
526,2,20,2,4115
526,4,3,2,4115
526,9,4,2,4115
526,3,117,2,4120
526,2,104,2,4120
526,1,6,2,4123
526,5,19,2,4128
373,1,12,2,4131
373,10,24,2,4132
373,3,31,2,4134
373,1,8,2,4135
373,2,24,2,4136
373,4,17,2,4138
336,2,10,2,4139
336,9,6,2,4140
336,2,135,2,4143
336,4,18,2,4146
336,2,6,2,4148
336,3,5,2,4149
336,4,30,2,4150
336,9,35,2,4161
336,1,57,2,4162
336,1,44,2,4164
463,8,10,2,4170
463,4,114,2,4172
874,2,51,2,4172
33,10,3,1,4172
33,7,20,1,4174
36,157,595,3,4176
36,616,238,3,4189
36,42,83,3,4191
36,468,135,3,4196
36,209,220,3,4197
36,440,376,3,4198
36,235,108,3,4200
36,45,511,3,4200
36,121,157,3,4205
36,383,103,3,4208
36,504,67,3,4211
36,22,767,3,4211
36,1438,572,3,4214
36,115,999,3,4215
36,401,845,3,4217
36,68,608,3,4222
36,274,8,3,4224
36,149,346,3,4226
36,159,154,3,4228
739,10,14,2,4237
670,13,32,2,4240
670,2,31,2,4240
670,3,44,2,4242
973,10,7,2,4244
408,2,35,2,4248
408,4,76,2,4248
408,5,99,2,4248
408,6,26,2,4250
408,1,38,2,4251
408,2,3,2,4255
408,1,75,2,4265
408,3,80,2,4267
408,8,19,2,4267
408,3,19,2,4267
408,2,5,2,4267
408,3,2,2,4268
408,2,4,2,4279
23,5,27,2,4279
322,4,14,2,4281
665,1,32,2,4283
665,2,11,2,4285
665,2,23,2,4287
665,1,2,2,4290
665,5,1,2,4290
665,3,20,2,4297
665,4,15,2,4297
665,2,43,2,4297
665,4,30,2,4299
665,9,15,2,4300
665,3,5,2,4301
665,4,2,2,4303
300,12,8,2,4307
419,1,60,2,4311
419,2,11,2,4313
558,3,24,2,4315
558,2,19,2,4317
558,2,42,2,4317
558,4,7,2,4317
558,3,22,2,4324
558,7,60,2,4326
558,2,17,2,4330
558,8,4,2,4333
61,181,100,3,4333
61,279,999,3,4336
61,880,107,3,4337
232,4,14,2,4339
232,4,8,2,4340
232,2,11,2,4342
191,479,269,3,4343
191,11,2,3,4343
191,66,181,3,4344
191,526,194,3,4344
610,4,135,2,4344
610,16,29,2,4345
610,1,8,2,4345
401,8,120,2,4349
401,2,10,2,4350
401,1,27,2,4350
401,5,15,2,4351
140,13,999,3,4353
140,69,523,3,4355
140,573,121,3,4357
140,288,256,3,4358
140,1077,354,3,4360
851,1,10,2,4371
851,9,34,2,4375
478,1,72,2,4377
478,5,7,2,4385
478,1,8,2,4387
478,3,6,2,4388
478,12,21,2,4389
478,2,3,2,4392
478,18,15,2,4395
478,7,16,2,4399
478,8,13,2,4399
478,1,49,2,4400
478,10,20,2,4402
478,3,43,2,4406
5,2,53,2,4407
624,1,14,2,4407
624,10,3,2,4410
624,4,20,2,4412
624,8,10,2,4415
319,708,298,3,4416
319,939,22,3,4416
319,314,466,3,4417
658,2,23,2,4418
658,5,62,2,4420
658,1,20,2,4421
658,2,51,2,4427
658,2,7,2,4428
658,1,8,2,4430
658,10,78,2,4435
658,5,89,2,4436
658,5,17,2,4436
49,5,32,2,4437
49,3,30,2,4437
49,8,23,2,4437
49,8,46,2,4440
49,10,23,2,4442
49,3,94,2,4444
49,5,21,2,4445
49,6,2,2,4445
49,6,8,2,4447
660,2,42,2,4448
660,2,9,2,4450
660,4,2,2,4453
939,9,38,2,4456
62,1,80,2,4459
62,4,3,2,4464
62,4,64,2,4465
62,2,4,2,4465
62,4,20,2,4466
62,2,7,2,4471
453,4,55,2,4472
453,2,54,2,4473
160,3,2,2,4476
160,4,24,2,4477
71,5,123,2,4479
71,1,92,2,4481
71,4,18,2,4481
71,1,21,2,4482
71,1,25,2,4484
71,3,20,2,4486
71,26,79,2,4491
71,4,36,2,4492
71,1,33,2,4492
71,2,5,2,4493
71,1,13,2,4495
498,4,15,2,4499
498,3,45,2,4502
498,10,8,2,4503
498,4,10,2,4512
498,4,28,2,4521
498,2,31,2,4524
498,2,36,2,4524
498,1,21,2,4525
498,7,10,2,4525
498,2,29,2,4527
498,1,33,2,4527
498,7,13,2,4530
498,3,66,2,4538
498,3,22,2,4539
498,5,36,2,4540
498,2,7,2,4540
498,2,19,2,4540
498,3,10,2,4542
498,1,82,2,4543
498,2,14,2,4544
785,2,6,2,4545
785,2,6,2,4547
785,1,62,2,4552
785,5,28,2,4553
785,3,10,2,4554
785,1,2,2,4554
785,5,4,2,4556
785,9,46,2,4561
785,4,5,2,4562
785,2,93,2,4563
785,4,15,2,4565
785,3,21,2,4565
785,4,2,2,4572
785,2,11,2,4574
785,3,35,2,4575
785,7,36,2,4575
785,1,22,2,4576
324,2,13,2,4577
324,2,9,2,4577
324,2,30,2,4581
324,8,17,2,4586
324,1,110,2,4587
324,1,91,2,4587
324,1,12,2,4592
324,3,15,2,4593
324,2,24,2,4594
67,2,49,2,4594
67,1,19,2,4597
67,3,46,2,4599
230,5,24,2,4599
230,1,32,2,4600
230,2,3,2,4604
230,1,13,2,4607
230,5,4,2,4609
230,10,62,2,4610
997,6,8,2,4612
997,3,12,2,4612
997,4,72,2,4612
997,1,2,2,4613
997,12,6,2,4614
997,2,5,2,4615
997,2,2,2,4615
997,7,10,2,4617
997,1,3,2,4617
920,6,6,2,4623
919,6,15,2,4627
919,7,19,2,4628
919,1,19,2,4629
919,3,11,2,4630
919,1,36,2,4630
919,1,20,2,4634
82,5,76,2,4634
82,4,13,2,4638
82,13,16,2,4639
82,1,4,2,4648
82,3,56,2,4649
82,10,38,2,4649
137,15,7,2,4650
137,8,16,2,4654
137,1,15,2,4656
796,1,13,2,4656
667,486,203,3,4657
667,277,887,3,4659
667,469,19,3,4660
667,474,21,3,4661
667,506,13,3,4664
667,2,71,3,4668
667,637,335,3,4669
667,166,121,3,4671
510,4,42,2,4677
53,26,292,3,4680
53,323,31,3,4681
53,54,98,3,4682
53,453,281,3,4683
32,356,154,3,4690
32,32,70,3,4691
32,24,150,3,4692
32,425,375,3,4694
431,4,43,2,4695
431,4,12,2,4695
431,2,44,2,4695
431,1,17,2,4703
431,2,52,2,4706
431,2,11,2,4710
431,7,3,2,4713
722,307,999,3,4715
889,7,28,2,4721
889,2,66,2,4721
889,1,2,2,4722
889,6,11,2,4723
889,3,28,2,4723
889,2,32,2,4723
889,3,29,2,4723
889,2,23,2,4723
889,2,107,2,4723
889,2,20,2,4724
889,4,26,2,4727
889,2,34,2,4727
889,2,52,2,4729
889,2,3,2,4731
428,3,29,2,4734
428,2,36,2,4737
428,5,6,2,4739
59,3,6,2,4743
654,7,152,3,4748
654,117,9,3,4749
29,2,28,2,4749
29,3,6,2,4750
29,4,12,2,4752
680,4,13,2,4757
680,5,16,2,4758
680,2,117,2,4759
680,2,71,2,4760
680,1,50,2,4761
423,3,22,2,4767
423,2,8,2,4768
423,1,7,2,4773
423,5,36,2,4775
423,4,5,2,4776
423,4,36,2,4777
458,4,18,2,4777
458,8,2,2,4778
458,2,43,2,4779
458,2,62,2,4782
458,4,24,2,4782
793,1,21,2,4784
793,5,4,2,4785
793,3,72,2,4792
793,2,13,2,4796
793,2,5,2,4798
793,9,2,2,4799
793,3,8,2,4799
793,10,19,2,4811
793,1,18,2,4813
793,8,21,2,4814
793,4,23,2,4822
793,2,62,2,4822
793,1,66,2,4824
793,4,6,2,4824
793,1,11,2,4826
793,7,121,2,4828
793,5,67,2,4833
793,11,38,2,4834
793,4,19,2,4836
793,10,8,2,4837
793,2,52,2,4838
793,4,10,2,4840
793,5,21,2,4841
793,2,37,2,4842
793,5,8,2,4843
793,7,91,2,4846
252,467,663,3,4847
252,221,202,3,4849
252,375,15,3,4849
252,664,116,3,4853
252,144,167,3,4854
252,337,41,3,4855
