jobid,total_wait,priority
2130,5,2
2131,3,2
2132,3,2
2133,11,2
2134,283,3
2135,3,2
2136,8,2
2137,10,2
2138,15,2
2139,9,2
2140,3,2
2141,3,2
2142,2,2
2143,8,1
2144,4,1
2145,16,1
2146,2,1
2147,3,1
2148,9,1
2149,6,2
2150,12,2
2151,5,1
2152,3,1
2153,3,1
2154,20,2
2155,4,2
2156,3,2
2157,3,2
2158,1,2
2159,1,2
2160,1,2
2161,1,2
2162,2,2
2163,7,2
2164,5,2
2165,4,2
2166,4,2
2167,1,1
2168,2,1
2169,1,1
2170,3,1
2171,3,1
2172,17,1
2173,4,1
2174,7,1
2175,5,1
2176,11,1
2177,155,3
2178,65,3
2179,267,3
2180,50,2
2181,145,2
2182,109,2
2183,16,2
2184,49,2
2185,92,2
2186,218,2
2187,64,2
2188,62,2
2189,2,2
2190,65,2
2191,4,2
2192,8,2
2193,2,2
2194,56,2
2195,38,2
2196,3,2
2197,4,2
2198,6,2
2199,185,2
2200,27,2
2201,5,2
2202,60,2
2203,22,2
2204,4,2
2205,8,2
2206,25,2
2207,4,2
2208,98,2
2209,3,2
2210,149,2
2211,64,2
2212,177,2
2213,3,2
2214,2,2
2215,2,2
2216,46,2
2217,16,2
2218,53,2
2219,77,2
2220,87,2
2221,2,2
2222,82,2
2223,9,2
2224,24,2
2225,2,2
2226,129,2
2227,114,2
2228,2,2
2229,3,2
2230,5,2
2231,3,2
2232,6,2
2233,219,3
2234,383,3
2235,7,2
2236,2,2
2237,8,2
2238,8,2
2239,2,2
2240,12,2
2241,8,2
2242,2,2
2243,1,2
2244,78,2
2245,7,2
2246,64,2
2247,3,2
2248,5,2
2249,7,2
2250,5,2
2251,57,2
2252,2,2
2253,2,2
2254,3,2
2255,14,2
2256,11,2
2257,3,2
2258,3,2
2259,4,2
2260,4,2
2261,24,2
2262,11,2
2263,14,2
2264,1,2
2265,2,2
2266,4,2
2267,4,2
2268,2,2
2269,6,2
2270,1,2
2271,39,2
2272,4,2
2273,48,2
2274,4,2
2275,8,2
2276,6,2
2277,8,2
2278,3,2
2279,11,2
2280,7,2
2281,3,2
2282,43060,3
2283,454,3
2284,537,3
2285,427,3
2286,265,3
2287,32,3
2288,18545,3
2289,251,3
2290,476,3
2291,41,3
2292,150,3
2293,223,3
2294,36,3
2295,7,2
2296,4,2
2297,9,2
2298,2,2
2299,1,2
2300,28,2
2301,3,2
2302,6,2
2303,4,2
2304,5,2
2305,11,2
2306,10,2
2307,13,2
2308,1,2
2309,6,2
2310,3,2
2311,19,2
2312,5,2
2313,6,2
2314,37,2
2315,25,2
2316,49,2
2317,7,2
2318,9,2
2319,2,2
2320,22,2
2321,2,1
2322,45,1
2323,23,1
2324,29,1
2325,2,1
2326,3,1
2327,22,1
2328,56,2
2329,4,2
2330,3,2
2331,44,2
2332,4,2
2333,4,2
2334,7,2
2335,1,2
2336,49,2
2337,5,2
2338,7,2
2339,12,2
2340,3,2
2341,5,2
2342,10,2
2343,22,2
2344,4,2
2345,4,2
2346,2,2
2347,7,2
2348,8,2
2349,3,2
2350,4,2
2351,2,2
2352,2,2
2353,7,2
2354,13,2
2355,6,2
2356,14,2
2357,2,2
2358,3,2
2359,1,2
2360,13,2
2361,5,2
2362,3,2
2363,4,2
2364,3,2
2365,4,2
2366,11,2
2367,4,2
2368,14,2
2369,6,2
2370,12,2
2371,6,2
2372,15,2
2373,6,2
2374,2,2
2375,5,2
2376,5,2
2377,7,2
2378,6,2
2379,80,2
2380,60,2
2381,33,2
2382,27,2
2383,10,2
2384,4,2
2385,3,2
2386,78,2
2387,4,2
2388,5,2
2389,4,1
2390,77,1
2391,3,1
2392,1,1
2393,3,1
2394,4,1
2395,2,1
2396,1,1
2397,2,1
2398,7,2
2399,3,2
2400,15,2
2401,5,2
2402,6,2
2403,7,2
2404,5,2
2405,19,2
2406,6,2
2407,4,2
2408,4,2
2409,2,2
2410,6,2
2411,9,2
2412,5,2
2413,11,2
2414,2,2
2415,6,2
2416,21,2
2417,6,2
2418,3,2
2419,4,2
2420,2,2
2421,3,2
2422,1,2
2423,6,2
2424,4,2
2425,15,2
2426,3,2
2427,5,2
2428,3,2
2429,1,2
2430,2,2
2431,8,2
2432,254,2
2433,169,2
2434,161,2
2435,336,2
2436,233,2
2437,292,2
2438,207,2
2439,202,2
2440,205,2
2441,161,2
2442,218,2
2443,228,2
2444,227,2
2445,319,2
2446,251,2
2447,113,2
2448,132,2
2449,412,2
2450,191,2
2451,109,2
2452,240,2
2453,235,2
2454,158,2
2455,222,2
2456,383,2
2457,91,2
2458,230,2
2459,200,2
2460,177,2
2461,266,2
2462,150,2
2463,392,2
2464,98,2
2465,116,2
2466,129,2
2467,209,2
2468,152,2
2469,230,2
2470,194,2
2471,95,2
2472,325,2
2473,325,2
2474,139,2
2475,198,2
2476,74,2
2477,302,2
2478,145,2
2479,80,2
2480,270,2
2481,95,2
2482,48,2
2483,96,2
2484,171,2
2485,238,2
2486,200,2
2487,59,2
2488,63,2
2489,233,2
2490,114,2
2491,66,2
2492,64,2
2493,41,2
2494,273,2
2495,128,2
2496,184,2
2497,154,2
2498,85,1
2499,51,1
2500,55,1
2501,147,1
2502,32,1
2503,177,1
2504,63,1
2505,183,1
2506,16,2
2507,88,2
2508,65,2
2509,307,2
2510,39,2
2511,235,2
2512,122,2
2513,43,2
2514,172,2
2515,114,2
2516,215,2
2517,71,2
2518,170,2
2519,1,2
2520,80,2
2521,92,2
2522,92,2
2523,109,2
2524,58,2
2525,137,2
2526,152,2
2527,2293,3
2528,1109,3
2529,415,3
2530,1888,3
2531,20048,3
2532,898,3
2533,45113,3
2534,393,3
2535,44036,3
2536,549,3
2537,1481,3
2538,105,2
2539,2,2
2540,102,2
2541,117,2
2542,2,2
2543,247,2
2544,2,2
2545,1,2
2546,52,2
2547,12,2
2548,2,2
2549,6,2
2550,2,2
2551,7,2
2552,1,2
2553,192,2
2554,190,2
2555,3,2
2556,109,2
2557,36704,3
2558,260,3
2559,1482,3
2560,542,3
2561,836,3
2562,520,3
2563,180,3
2564,357,3
2565,537,3
2566,32746,3
2567,3,1
2568,5,1
2569,4,1
2570,1,1
2571,1,1
2572,3,2
2573,62,2
2574,109,2
2575,8,2
2576,2,2
2577,211,2
2578,78,2
2579,5,2
2580,1,2
2581,4,2
2582,85,2
2583,5,2
2584,5,2
2585,3,2
2586,3,2
2587,163,2
2588,98,2
2589,4,2
2590,7,2
2591,7,2
2592,2,2
2593,3,2
2594,21248,3
2595,19,3
2596,90,3
2597,719,3
2598,35193,3
2599,17897,3
2600,5,2
2601,3,2
2602,48,2
2603,3,2
2604,57,2
2605,5,2
2606,2,2
2607,14,2
2608,4,2
2609,4,2
2610,3,2
2611,4,2
2612,1,2
2613,71,2
2614,11,2
2615,7,2
2616,7,2
2617,1,2
2618,1,1
2619,4,1
2620,3,1
2621,8,2
2622,5,2
2623,39,2
2624,114,2
2625,23,2
2626,29,2
2627,6,1
2628,12,1
2629,6,2
2630,6,2
2631,4,1
2632,2,1
2633,3,1
2634,3,1
2635,7,1
2636,3,1
2637,14,1
2638,5,2
2639,8,2
2640,5,2
2641,5,2
2642,1,2
2643,1,2
2644,7,2
2645,20,2
2646,18,2
2647,5,2
2648,20,2
2649,9,2
2650,4,2
2651,24,2
2652,6,2
2653,11,2
2654,3,2
2655,3,2
2656,2,2
2657,27,2
2658,21468,3
2659,308,3
2660,7,2
2661,2,2
2662,9,2
2663,4,2
2664,9,2
2665,2,2
2666,10,1
2667,11,1
2668,8,1
2669,41826,3
2670,114,3
2671,24791,3
2672,307,3
2673,35479,3
2674,87,3
2675,60,3
2676,13,3
2677,3,2
2678,5,2
2679,3,2
2680,5,2
2681,6,2
2682,1,2
2683,2,2
2684,3,2
2685,22,2
2686,7,2
2687,5,2
2688,4,2
2689,10,2
2690,4,2
2691,6,2
2692,3,2
2693,6,2
2694,2,2
2695,6,2
2696,2,2
2697,2,2
2698,5,2
2699,2,2
2700,1,2
2701,5,2
2702,1,2
2703,10,2
2704,47,2
2705,46,2
2706,63,2
2707,7,2
2708,16,2
2709,89,2
2710,59,2
2711,3,2
2712,16,2
2713,75,2
2714,80,2
2715,1,2
2716,12,2
2717,3,2
2718,3,2
2719,2,2
2720,3,2
2721,4,2
2722,10,2
2723,6,2
2724,2,2
2725,6,2
2726,15,2
2727,5,2
2728,38,2
2729,27,2
2730,1,2
2731,1,2
2732,3,2
2733,1,2
2734,3,2
2735,1,2
2736,3,2
2737,5,2
2738,2,2
2739,6,2
2740,2,2
2741,4,2
2742,8,2
2743,3,2
2744,23,2
2745,1,2
2746,2,2
2747,4,2
2748,1,2
2749,6,2
2750,1,2
2751,3,2
2752,10,2
2753,3,2
2754,3,2
2755,182,2
2756,169,2
2757,233,2
2758,166,2
2759,147,2
2760,148,2
2761,181,2
2762,207,2
2763,176,2
2764,135,2
2765,106,2
2766,144,2
2767,169,2
2768,159,2
2769,154,2
2770,129,2
2771,99,2
2772,100,2
2773,187,2
2774,163,2
2775,113,2
2776,125,2
2777,87,2
2778,179,2
2779,103,2
2780,90,2
2781,119,2
2782,199,2
2783,130,2
2784,143,2
2785,207,3
2786,47354,3
2787,1044,3
2788,309,3
2789,93,1
2790,80,1
2791,76,1
2792,140,1
2793,90,1
2794,79,1
2795,119,1
2796,74,1
2797,93,1
2798,69,2
2799,52,2
2800,82,2
2801,115,2
2802,86,2
2803,78,2
2804,49,2
2805,44,2
2806,51,2
2807,74,2
2808,78,2
2809,78,2
2810,110,2
2811,78,1
2812,21,1
2813,81,1
2814,64,1
2815,31,1
2816,75,1
2817,73,1
2818,84,1
2819,20,1
2820,19,1
2821,86,1
2822,80,1
2823,22,1
2824,29,2
2825,26,2
2826,12,2
2827,83,2
2828,19,2
2829,96,3
2830,22680,3
2831,35,2
2832,94,2
2833,28,2
2834,52,2
2835,74,2
2836,3,2
2837,59,2
2838,3,2
2839,63,2
2840,4,2
2841,1,2
2842,12,2
2843,39,2
2844,1,2
2845,2,2
2846,78,2
2847,4,2
2848,2,2
2849,37,2
2850,1,2
2851,2,2
2852,52,2
2853,1,2
2854,12,2
2855,2,2
2856,2,2
2857,3,2
2858,3,2
2859,6,2
2860,3,2
2861,16,2
2862,21,2
2863,5,2
2864,2,2
2865,5,2
2866,2,2
2867,8,2
2868,3,2
2869,5,2
2870,4,2
2871,2,2
2872,5,2
2873,5,2
2874,4,2
2875,1,2
2876,2,2
2877,12,2
2878,15,2
2879,5,2
2880,2,2
2881,26,2
2882,4,2
2883,28477,3
2884,1,2
2885,153,2
2886,15,2
2887,128,2
2888,30,2
2889,8,2
2890,11,2
2891,198,2
2892,1,2
2893,1,2
2894,16,2
2895,7,2
2896,173,2
2897,4,2
2898,7,2
2899,2,2
2900,5,2
2901,130,1
2902,7,1
2903,11,1
2904,8,2
2905,1,2
2906,3,2
2907,2,2
2908,13,2
2909,10,2
2910,5,2
2911,3,2
2912,18,2
2913,3,2
2914,12,2
2915,3,2
2916,8,2
2917,12,2
2918,6,2
2919,120,2
2920,12,2
2921,2,2
2922,2,2
2923,5,2
2924,5,2
2925,8,2
2926,13,2
2927,2,2
2928,13,2
2929,2,2
2930,3,2
2931,17,2
2932,3,2
2933,52,2
2934,4,2
2935,103,2
2936,7,2
2937,20,2
2938,19,2
2939,2,2
2940,6,2
2941,2,2
2942,68,2
2943,1,2
2944,4,2
2945,2,2
2946,11,2
2947,8,2
2948,6,2
2949,17,2
2950,55,2
2951,10,2
2952,4,2
2953,1,2
2954,4,2
2955,22,2
2956,4,2
2957,11,2
2958,4,2
2959,5,2
2960,11,2
2961,4,2
2962,3,2
2963,5,2
2964,7,2
2965,4,2
2966,2,2
2967,2,2
2968,3,2
2969,6,2
2970,14,2
2971,2,2
2972,2,2
2973,4,2
2974,8,2
2975,8,2
2976,9,2
2977,3,2
2978,4,2
2979,3,2
2980,2,2
2981,10,2
2982,13,2
2983,12,2
2984,19,2
2985,14,2
2986,6,2
2987,3,2
2988,7,2
2989,7,2
2990,160,3
2991,13,3
2992,124,3
2993,17,3
2994,84,3
2995,53,3
2996,344,3
2997,7,2
2998,5,2
2999,9,2
3000,5,2
3001,5,2
3002,13,2
3003,6,2
3004,2,2
3005,3,2
3006,3,2
3007,8,2
3008,2,2
3009,4,2
3010,14,2
3011,4,2
3012,232,3
3013,107,3
3014,637,3
3015,973,3
3016,18,3
3017,7,3
3018,165,3
3019,22,3
3020,6,2
3021,4,2
3022,1,2
3023,42,2
3024,6,2
3025,71,2
3026,58,2
3027,15,2
3028,7,2
3029,24,2
3030,28,2
3031,48,2
3032,33,2
3033,5,2
3034,1,2
3035,3,2
3036,44,2
3037,27,2
3038,4,2
3039,14,2
3040,4,2
3041,4,2
3042,46,2
3043,2,2
3044,2,2
3045,14,2
3046,3,2
3047,3,2
3048,9,1
3049,3,1
3050,2,1
3051,12,1
3052,1,1
3053,30473,3
3054,197,3
3055,292,3
3056,869,3
3057,5,1
3058,4,1
3059,9,1
3060,12,1
3061,7,1
3062,7,1
3063,2,2
3064,3,2
3065,4,2
3066,11,2
3067,6,2
3068,5,2
3069,3,2
3070,49,2
3071,65,2
3072,179,2
3073,49,2
3074,40,2
3075,150,2
3076,37,2
3077,85,1
3078,79,1
3079,29,1
3080,24,1
3081,106,1
3082,34,1
3083,139,1
3084,7,1
3085,2,1
3086,68,2
3087,4,2
3088,75,2
3089,1,2
3090,1,2
3091,64,2
3092,5,2
3093,4,2
3094,59,2
3095,3,2
3096,5,2
3097,5,2
3098,22,2
3099,5,2
3100,2,2
3101,8,2
3102,2,2
3103,3,2
3104,4,2
3105,2,2
3106,7,2
3107,2,2
3108,5,2
3109,27,2
3110,16,2
3111,4,2
3112,6,2
3113,4,2
3114,4,2
3115,15,2
3116,18,2
3117,2,2
3118,18,2
3119,2,2
3120,49,2
3121,55,2
3122,30,2
3123,1,2
3124,2,2
3125,2,2
3126,6,2
3127,19,2
3128,4,2
3129,4,2
3130,4,2
3131,4,2
3132,2,2
3133,8,2
3134,22,2
3135,3,2
3136,2,2
3137,3,2
3138,3,2
3139,13,2
3140,4,2
3141,6,2
3142,2,2
3143,7,2
3144,3,2
3145,5,2
3146,2,2
3147,1026,3
3148,32929,3
3149,21976,3
3150,198,3
3151,25436,3
3152,5,2
3153,17,2
3154,8,2
3155,2,2
3156,2,2
3157,5,2
3158,4,2
3159,10,2
3160,7,1
3161,3,1
3162,6,1
3163,9,1
3164,12,1
3165,17,1
3166,24,1
3167,11,1
3168,2,1
3169,19,1
3170,2,1
3171,7,1
3172,2,1
3173,2,1
3174,3,1
3175,8,1
3176,4,1
3177,18,1
3178,2,1
3179,5,1
3180,9,1
3181,2,1
3182,1,2
3183,3,2
3184,2,2
3185,6,2
3186,10,2
3187,4,2
3188,10,2
3189,5,2
3190,3,2
3191,7,2
3192,3,2
3193,3,2
3194,7,2
3195,8,2
3196,1,2
3197,24,2
3198,6,2
3199,1,2
3200,20,2
3201,4,2
3202,8,2
3203,8,2
3204,7,2
3205,3,2
3206,7,2
3207,7,2
3208,3,2
3209,3,2
3210,4,2
3211,222,2
3212,4,2
3213,215,2
3214,7,2
3215,269,2
3216,6,2
3217,198,2
3218,28,2
3219,4,2
3220,241,2
3221,19,2
3222,14,2
3223,181,2
3224,6,2
3225,3,2
3226,295,3
3227,22577,3
3228,31557,3
3229,16938,3
3230,17824,3
3231,24801,3
3232,4,2
3233,150,2
3234,9,2
3235,9,2
3236,2,2
3237,44,2
3238,48,2
3239,102,2
3240,58,2
3241,5,2
3242,47,2
3243,77,2
3244,4,2
3245,4,2
3246,2,2
3247,23,2
3248,192,2
3249,8,2
3250,2,2
3251,3,2
3252,8,2
3253,2,2
3254,4,2
3255,19,2
3256,31,2
3257,2,2
3258,29,2
3259,3,2
3260,3,2
3261,166,2
3262,124,2
3263,4,2
3264,139,2
3265,7,2
3266,7,2
3267,5,2
3268,8,2
3269,2,2
3270,2,2
3271,6,2
3272,13,2
3273,139,2
3274,4,2
3275,11,2
3276,2,2
3277,84,2
3278,9,2
3279,3,2
3280,2,2
3281,5,2
3282,4,2
3283,11,2
3284,77,2
3285,61,2
3286,2,2
3287,3,2
3288,175,3
3289,34940,3
3290,247,3
3291,5,2
3292,44,2
3293,5,2
3294,4,2
3295,8,2
3296,8,2
3297,2,2
3298,10,2
3299,5,2
3300,3,2
3301,8,2
3302,9,2
3303,2,2
3304,2,2
3305,4,2
3306,1,2
3307,2,2
3308,6,1
3309,66,1
3310,10,1
3311,2,1
3312,1,1
3313,3,1
3314,3,2
3315,53,2
3316,4,2
3317,4,2
3318,6,2
3319,4,2
3320,9,2
3321,8,2
3322,3,2
3323,2,2
3324,7,2
3325,3,2
3326,7,2
3327,2,2
3328,9,2
3329,4,2
3330,2,2
3331,3,2
3332,7,2
3333,1,2
3334,5,2
3335,40,2
3336,5,2
3337,2,2
3338,4,2
3339,2,2
3340,4,2
3341,2,2
3342,2,2
3343,8,2
3344,2,2
3345,7,2
3346,8,2
3347,10,2
3348,2,2
3349,3,2
3350,3,2
3351,62,2
3352,28,2
3353,123,2
3354,26,2
3355,107,2
3356,55,2
3357,260,2
3358,47,2
3359,138,2
3360,57,2
3361,150,2
3362,21,2
3363,7,2
3364,145,2
3365,103,2
3366,105,2
3367,1,2
3368,48,2
3369,9,2
3370,2,2
3371,3,2
3372,4,2
3373,81,2
3374,83,2
3375,3,2
3376,261,2
3377,4,2
3378,2,2
3379,97,1
3380,2,2
3381,67,2
3382,2,2
3383,2,2
3384,7,2
3385,8,2
3386,2,2
3387,5,2
3388,7,2
3389,2,2
3390,7,2
3391,2,2
3392,1,2
3393,3,2
3394,190,2
3395,4,2
3396,191,2
3397,24,2
3398,4,2
3399,2,2
3400,5,2
3401,59,2
3402,23,2
3403,2,2
3404,11,2
3405,4,2
3406,1,2
3407,8,2
3408,3,2
3409,2,2
3410,5,2
3411,85,1
3412,5,1
3413,6,1
3414,1,2
3415,7,2
3416,1,2
3417,8,2
3418,62,2
3419,1,2
3420,3,2
3421,6,2
3422,4,2
3423,8,2
3424,4,2
3425,3,2
3426,18617,3
3427,186,3
3428,40632,3
3429,204,3
3430,43079,3
3431,23,2
3432,4,2
3433,5,2
3434,10,2
3435,3,2
3436,6,1
3437,2,2
3438,16,2
3439,5,2
3440,1,2
3441,1,2
3442,2,2
3443,7,2
3444,6,2
3445,7,2
3446,5,2
3447,22,2
3448,39,2
3449,14,2
3450,29,2
3451,7,2
3452,12,2
3453,36,2
3454,3,2
3455,109,2
3456,5,2
3457,7,2
3458,81,2
3459,18,2
3460,19,2
3461,1,2
3462,2,2
3463,1,2
3464,2,2
3465,20,2
3466,3,2
3467,3,2
3468,109,3
3469,50,2
3470,24,2
3471,3,2
3472,79,2
3473,2,2
3474,5,2
3475,9,2
3476,7,2
3477,39,2
3478,8,2
3479,2,2
3480,3,2
3481,2,2
3482,10,2
3483,3,2
3484,1,2
3485,3,2
3486,4,2
3487,8,2
3488,2,2
3489,16,2
3490,2,2
3491,4,2
3492,12,2
3493,5,2
3494,5,2
3495,7,2
3496,38,2
3497,4,2
3498,2,2
3499,14,2
3500,7,2
3501,38,2
3502,7,2
3503,2,2
3504,9,2
3505,5,2
3506,2,2
3507,9,2
3508,8,2
3509,2,2
3510,3,2
3511,2,2
3512,17,2
3513,18,2
3514,15,2
3515,8,2
3516,6,2
3517,9,2
3518,8,2
3519,20,2
3520,12,2
3521,4,2
3522,2,2
3523,3,2
3524,9,2
3525,16,2
3526,11,2
3527,2,2
3528,7,2
3529,8,2
3530,1,2
3531,12,2
3532,9,2
3533,7,2
3534,2,2
3535,1,2
3536,14,2
3537,2,2
3538,9,2
3539,5,2
3540,29415,3
3541,16631,3
3542,3,2
3543,9,1
3544,5,1
3545,4,1
3546,7,1
3547,2,1
3548,5,1
3549,16,1
3550,382,1
3551,6,1
3552,391,1
3553,3,1
3554,410,1
3555,3,1
3556,307,1
3557,186,1
3558,4,1
3559,385,1
3560,5,1
3561,7,1
3562,319,1
3563,4,1
3564,4,1
3565,11,1
3566,2,1
3567,14,1
3568,6,1
3569,351,1
3570,3,1
3571,325,1
3572,337,1
3573,276,1
3574,343,2
3575,11,2
3576,290,2
3577,6,2
3578,1,2
3579,24,2
3580,5,2
3581,3,2
3582,33453,3
3583,445,3
3584,7,2
3585,238,2
3586,2,2
3587,40,2
3588,4,2
3589,290,2
3590,13,2
3591,3,2
3592,91,2
3593,4,2
3594,184,2
3595,2,2
3596,87,2
3597,215,2
3598,4,2
3599,3,2
3600,6,2
3601,192,2
3602,204,2
3603,260,2
3604,154,2
3605,4,2
3606,4,2
3607,164,2
3608,53,2
3609,3,2
3610,222,2
3611,18,2
3612,3,2
3613,8,2
3614,227,2
3615,2,2
3616,3,2
3617,38076,3
3618,31305,3
3619,3895,3
3620,3,3
3621,4,1
3622,185,2
3623,148,2
3624,3,2
3625,188,2
3626,4,2
3627,222,2
3628,213,2
3629,2,2
3630,169,2
3631,3,2
3632,6,2
3633,9,2
3634,104,2
3635,171,2
3636,247,2
3637,200,2
3638,179,2
3639,159,2
3640,19,2
3641,183,2
3642,2,2
3643,113,2
3644,2,2
3645,4,2
3646,7,2
3647,2,2
3648,148,2
3649,169,2
3650,5,1
3651,59,1
3652,196,1
3653,2,1
3654,206,1
3655,3,1
3656,4,1
3657,171,1
3658,3,1
3659,55,1
3660,6,1
3661,3,1
3662,164,1
3663,31,1
3664,2,1
3665,3,1
3666,10,1
3667,4,1
3668,16,1
3669,102,1
3670,4,2
3671,14,2
3672,4,2
3673,23,2
3674,113,2
3675,60,2
3676,88,2
3677,4,2
3678,83,2
3679,1,2
3680,4,2
3681,4,2
3682,6,2
3683,2,2
3684,2,2
3685,1,2
3686,7,2
3687,7,2
3688,3,2
3689,4,2
3690,139,2
3691,115,2
3692,5,2
3693,3,2
3694,4,2
3695,63,2
3696,5,2
3697,5,2
3698,124,3
3699,157,3
3700,925,3
3701,1427,3
3702,36699,3
3703,24891,3
3704,21122,3
3705,5740,3
3706,18160,3
3707,34997,3
3708,4505,3
3709,121,3
3710,106,3
3711,33308,3
3712,2,2
3713,4,2
3714,3,2
3715,10,2
3716,4,2
3717,2,2
3718,1,2
3719,3,2
3720,6,2
3721,2,2
3722,1,2
3723,2,2
3724,5,2
3725,1,1
3726,9,1
3727,2,1
3728,6,1
3729,2,1
3730,1,1
3731,1,1
3732,2,1
3733,3,1
3734,19,2
3735,3,2
3736,1,2
3737,3,2
3738,6,2
3739,5,2
3740,279,3
3741,275,3
3742,292,3
3743,3610,3
3744,16013,3
3745,8,3
3746,3591,3
3747,7002,3
3748,20356,3
3749,31823,3
3750,19883,3
3751,9,3
3752,28,3
3753,2132,3
3754,175,3
3755,28,3
3756,800,3
3757,25651,3
3758,79,3
3759,82,3
3760,6588,3
3761,46,3
3762,4943,3
3763,19942,3
3764,11,3
3765,36986,3
3766,21289,3
3767,185,3
3768,64,3
3769,6274,3
3770,2263,3
3771,149,3
3772,8,2
3773,25,2
3774,10,2
3775,46,2
3776,2,2
3777,57,2
3778,3,2
3779,12,2
3780,44,2
3781,31,2
3782,9,2
3783,3,2
3784,31,2
3785,9,2
3786,29,2
3787,18,2
3788,10,2
3789,6,2
3790,13,1
3791,16,2
3792,4,2
3793,8,2
3794,4,2
3795,3,2
3796,36,2
3797,5,2
3798,6,2
3799,5,2
3800,3,2
3801,8,2
3802,3,2
3803,6,2
3804,11,2
3805,1,2
3806,3,2
3807,9,2
3808,5,2
3809,5,2
3810,2,2
3811,10,2
3812,11,2
3813,4,2
3814,2,2
3815,6,2
3816,2,2
3817,6,2
3818,7,2
3819,5,2
3820,2,2
3821,4,2
3822,127,2
3823,85,2
3824,162,2
3825,58,2
3826,80,2
3827,56,2
3828,122,2
3829,58,2
3830,119,2
3831,59,2
3832,128,2
3833,69,2
3834,68,2
3835,42,2
3836,124,2
3837,58,2
3838,88,2
3839,118,2
3840,30,2
3841,44,2
3842,27,2
3843,69,2
3844,62,2
3845,6453,3
3846,23521,3
3847,16943,3
3848,156,3
3849,27691,3
3850,28320,3
3851,947,3
3852,226,3
3853,22732,3
3854,67,2
3855,53,2
3856,27,2
3857,5,2
3858,18,2
3859,58,2
3860,2,2
3861,5,2
3862,3,2
3863,18598,3
3864,932,3
3865,143,3
3866,132,3
3867,195,3
3868,77,2
3869,2,2
3870,21,2
3871,5,2
3872,3,2
3873,5,2
3874,5,1
3875,2,1
3876,42,2
3877,2,2
3878,16,2
3879,2,2
3880,3,2
3881,76,2
3882,58,2
3883,5,2
3884,8,2
3885,23,2
3886,2,2
3887,52,2
3888,7,2
3889,2,2
3890,50,2
3891,5,1
3892,4,1
3893,4,1
3894,10,2
3895,14,2
3896,2,2
3897,3,2
3898,13,2
3899,2,2
3900,4,2
3901,3,2
3902,2,2
3903,1,2
3904,8,2
3905,6,2
3906,8,2
3907,3,2
3908,1,2
3909,11,2
3910,2,2
3911,7,2
3912,3,2
3913,5,2
3914,3604,3
3915,67,3
3916,262,3
3917,34841,3
3918,512,3
3919,31277,3
3920,132,3
3921,19,2
3922,26,2
3923,6302,3
3924,17823,3
3925,33535,3
3926,120,3
3927,21290,3
3928,23500,3
3929,4362,3
3930,6644,3
3931,13681,3
3932,450,3
3933,286,3
3934,3626,3
3935,30519,3
3936,59,3
3937,158,3
3938,80,2
3939,36,2
3940,80,2
3941,25,2
3942,63,2
3943,36,2
3944,89,2
3945,30,2
3946,56,2
3947,11,1
3948,44,1
3949,36,1
3950,2,1
3951,48,1
3952,33,1
3953,1,1
3954,59,1
3955,33,1
3956,3,1
3957,43,1
3958,2,1
3959,31,1
3960,26,1
3961,24,1
3962,2,1
3963,18,1
3964,2,1
3965,2,1
3966,9,1
3967,29,1
3968,1,2
3969,2,2
3970,4,2
3971,1,2
3972,23,2
3973,4,2
3974,3,2
3975,45,3
3976,225,3
3977,100,3
3978,4548,3
3979,213,3
3980,2500,3
3981,32038,3
3982,25809,3
3983,26900,3
3984,21370,3
3985,1856,3
3986,5,2
3987,78,3
3988,11,2
3989,4,2
3990,5,2
3991,10,2
3992,57,2
3993,4,1
3994,7,1
3995,3,1
3996,3,1
3997,6,1
3998,2,1
3999,2,1
4000,4,1
4001,28,1
4002,8,1
4003,1,1
4004,3,1
4005,4,1
4006,9,1
4007,7,1
4008,2,1
4009,1,1
4010,6,1
4011,2,1
4012,4,1
4013,13,1
4014,5,1
4015,4,1
4016,7,1
4017,8,1
4018,11,1
4019,2,1
4020,3,1
4021,8,2
4022,2,2
4023,6,2
4024,53,2
4025,12,2
4026,3,2
4027,4,2
4028,14,2
4029,21,2
4030,4,2
4031,6,2
4032,39,2
4033,51,2
4034,1,2
4035,3,2
4036,9,1
4037,4,1
4038,3,1
4039,6,1
4040,2,1
4041,9,1
4042,15,1
4043,2,1
4044,13,1
4045,12,1
4046,2,2
4047,4,2
4048,1,2
4049,11,2
4050,4,2
4051,1,2
4052,2,2
4053,152,3
4054,25943,3
4055,34071,3
4056,81,3
4057,17934,3
4058,190,3
4059,3,2
4060,4,2
4061,7,2
4062,6,2
4063,9,2
4064,5,2
4065,15,2
4066,18,2
4067,1,2
4068,5,2
4069,4,2
4070,12,2
4071,2,2
4072,7,2
4073,4,2
4074,4,2
4075,3,2
4076,26,2
4077,3,2
4078,10,2
4079,7,2
4080,16,2
4081,1,2
4082,5,2
4083,9,2
4084,15,2
4085,2,2
4086,14,2
4087,4,2
4088,1,2
4089,6,2
4090,6,2
4091,109,2
4092,140,2
4093,120,2
4094,54,2
4095,129,2
4096,109,2
4097,68,2
4098,127,2
4099,137,2
4100,124,2
4101,163,2
4102,67,2
4103,138,2
4104,88,2
4105,53,2
4106,122,2
4107,34,2
4108,98,2
4109,58,2
4110,66,2
4111,74,2
4112,18147,3
4113,22519,3
