jobid,total_wait,priority
1934,9190,3
1935,1563,3
1936,41656,3
1937,17124,3
1938,4772,3
1939,22215,3
1940,27387,3
1941,40385,3
1942,6437,3
1943,9095,3
1944,12470,2
1945,12494,2
1946,12510,2
1947,4367,2
1948,6391,2
1949,22268,2
1950,6423,2
1951,12572,2
1952,26519,2
1953,6434,2
1954,6444,2
1955,6448,2
1956,35047,2
1957,6465,2
1958,4445,3
1959,9376,3
1960,37125,1
1961,12664,1
1962,6490,1
1963,2667,1
1964,4437,1
1965,6495,1
1966,4438,1
1967,12691,1
1968,17239,1
1969,2679,1
1970,12729,1
1971,2683,1
1972,12755,1
1973,22490,1
1974,2686,1
1975,2690,1
1976,2692,1
1977,2696,1
1978,2710,1
1979,12800,1
1980,12801,1
1981,2698,1
1982,12829,1
1983,12853,1
1984,1248,1
1985,41602,1
1986,2705,1
1987,2707,2
1988,1251,2
1989,12888,2
1990,2715,2
1991,2713,2
1992,4501,2
1993,9376,2
1994,9385,2
1995,1250,2
1996,9387,2
1997,26789,2
1998,1253,2
1999,9406,2
2000,1253,2
2001,9414,2
2002,22670,2
2003,1265,2
2004,9438,2
2005,2729,2
2006,1256,2
2007,9454,2
2008,4530,2
2009,35197,2
2010,2733,2
2011,22751,2
2012,13042,2
2013,2736,2
2014,1256,2
2015,2741,2
2016,9477,2
2017,2740,2
2018,1260,2
2019,4543,2
2020,2742,2
2021,1261,2
2022,1257,2
2023,2742,2
2024,1263,2
2025,1257,2
2026,1259,2
2027,1260,2
2028,1258,2
2029,1265,2
2030,2744,2
2031,1256,2
2032,1259,2
2033,1256,2
2034,1262,2
2035,17780,2
2036,37199,2
2037,1258,2
2038,4550,2
2039,2738,2
2040,1256,2
2041,1259,2
2042,1257,2
2043,1260,2
2044,2742,2
2045,1260,2
2046,1270,2
2047,2739,2
2048,1263,2
2049,1260,2
2050,1266,1
2051,4549,1
2052,1261,1
2053,1262,1
2054,1260,1
2055,1261,1
2056,1260,1
2057,1262,1
2058,1260,1
2059,2738,2
2060,2737,2
2061,1284,2
2062,1270,2
2063,1263,2
2064,2753,2
2065,2743,2
2066,1268,2
2067,4552,2
2068,1267,2
2069,1266,2
2070,2748,2
2071,1266,2
2072,1266,2
2073,1266,2
2074,1267,2
2075,2744,2
2076,2748,2
2077,1262,2
2078,17883,2
2079,1263,2
2080,2736,2
2081,1260,2
2082,1261,2
2083,1277,2
2084,17901,2
2085,2737,2
2086,1268,1
2087,4545,1
2088,1265,1
2089,2740,1
2090,1265,2
2091,1273,2
2092,1263,2
2093,1263,2
2094,1264,2
2095,1263,2
2096,2742,2
2097,1266,2
2098,1265,2
2099,4539,2
2100,1268,2
2101,1273,2
2102,1271,2
2103,1270,2
2104,1271,2
2105,1271,2
2106,1271,2
2107,1271,2
2108,1277,2
2109,1273,2
2110,37111,2
2111,1269,2
2112,1268,2
2113,1270,2
2114,1269,2
2115,2740,2
2116,2743,2
2117,1267,2
2118,1268,2
2119,1269,2
2120,1267,2
2121,9539,2
2122,2735,2
2123,13205,2
2124,1269,2
2125,13206,2
2126,1269,2
2127,13217,2
2128,1268,2
2129,22947,2
2130,1271,2
2131,22972,2
2132,2739,2
2133,1276,2
2134,37309,3
2135,2735,2
2136,18061,2
2137,4555,2
2138,2746,2
2139,37131,2
2140,1271,2
2141,37163,2
2142,38810,2
2143,1277,1
2144,2754,1
2145,4581,1
2146,2756,1
2147,9661,1
2148,38831,1
2149,2758,2
2150,4586,2
2151,1281,1
2152,1282,1
2153,23175,1
2154,4597,2
2155,1282,2
2156,1282,2
2157,1282,2
2158,37192,2
2159,1280,2
2160,1281,2
2161,1281,2
2162,1279,2
2163,18265,2
2164,1282,2
2165,1283,2
2166,2759,2
2167,1282,1
2168,1283,1
2169,1283,1
2170,1286,1
2171,1286,1
2172,9709,1
2173,1288,1
2174,4602,1
2175,6780,1
2176,1292,1
2177,6926,3
2178,47801,3
2179,1308,3
2180,9768,2
2181,4627,2
2182,48371,2
2183,9791,2
2184,30296,2
2185,27154,2
2186,41464,2
2187,44377,2
2188,9853,2
2189,18566,2
2190,1292,2
2191,30364,2
2192,1293,2
2193,6876,2
2194,1295,2
2195,6883,2
2196,4661,2
2197,6886,2
2198,1293,2
2199,4671,2
2200,1294,2
2201,6889,2
2202,6891,2
2203,1293,2
2204,27292,2
2205,1294,2
2206,6913,2
2207,13734,2
2208,1298,2
2209,13746,2
2210,2805,2
2211,6936,2
2212,1312,2
2213,6941,2
2214,6939,2
2215,6939,2
2216,2804,2
2217,6946,2
2218,6949,2
2219,2807,2
2220,6951,2
2221,2800,2
2222,2807,2
2223,2810,2
2224,4701,2
2225,1296,2
2226,2818,2
2227,6956,2
2228,1295,2
2229,2809,2
2230,2807,2
2231,6950,2
2232,2813,2
2233,7016,3
2234,2951,3
2235,2816,2
2236,2816,2
2237,6956,2
2238,2822,2
2239,9926,2
2240,6957,2
2241,2827,2
2242,2829,2
2243,6956,2
2244,2838,2
2245,9940,2
2246,2841,2
2247,9941,2
2248,40266,2
2249,2849,2
2250,38876,2
2251,2856,2
2252,2850,2
2253,18797,2
2254,2853,2
2255,2856,2
2256,6993,2
2257,2857,2
2258,2856,2
2259,9989,2
2260,2862,2
2261,2868,2
2262,2868,2
2263,2869,2
2264,27415,2
2265,2868,2
2266,2872,2
2267,2872,2
2268,13919,2
2269,44281,2
2270,2877,2
2271,2887,2
2272,2884,2
2273,43096,2
2274,13955,2
2275,47584,2
2276,2889,2
2277,2892,2
2278,2892,2
2279,10079,2
2280,2900,2
2281,2900,2
2282,2404,3
2283,3079,3
2284,3144,3
2285,27696,3
2286,23944,3
2287,27570,3
2288,7455,3
2289,19192,3
2290,24118,3
2291,39000,3
2292,10262,3
2293,35674,3
2294,39030,3
2295,41521,2
2296,37482,2
2297,30809,2
2298,33375,2
2299,43125,2
2300,7190,2
2301,33414,2
2302,7195,2
2303,19427,2
2304,30890,2
2305,14323,2
2306,35668,2
2307,4866,2
2308,33474,2
2309,1347,2
2310,27993,2
2311,45558,2
2312,14446,2
2313,37565,2
2314,45570,2
2315,19694,2
2316,31044,2
2317,19740,2
2318,14535,2
2319,14558,2
2320,14573,2
2321,28114,1
2322,14584,1
2323,1361,1
2324,19834,1
2325,1360,1
2326,7379,1
2327,1366,1
2328,7392,2
2329,1367,2
2330,4951,2
2331,3013,2
2332,24559,2
2333,7395,2
2334,1372,2
2335,3009,2
2336,4969,2
2337,1369,2
2338,14676,2
2339,1373,2
2340,3016,2
2341,1374,2
2342,3018,2
2343,1378,2
2344,24594,2
2345,3019,2
2346,7420,2
2347,4971,2
2348,19966,2
2349,1377,2
2350,3020,2
2351,10634,2
2352,3020,2
2353,3024,2
2354,4977,2
2355,1386,2
2356,1389,2
2357,3023,2
2358,3023,2
2359,4973,2
2360,1389,2
2361,3026,2
2362,1383,2
2363,10639,2
2364,1383,2
2365,3020,2
2366,1383,2
2367,1383,2
2368,1388,2
2369,1385,2
2370,1393,2
2371,1384,2
2372,10648,2
2373,1383,2
2374,1384,2
2375,1385,2
2376,3011,2
2377,1387,2
2378,3016,2
2379,1391,2
2380,3021,2
2381,3021,2
2382,3021,2
2383,1388,2
2384,45470,2
2385,3022,2
2386,3032,2
2387,1388,2
2388,3024,2
2389,3021,1
2390,1395,1
2391,1385,1
2392,3025,1
2393,1388,1
2394,14769,1
2395,3029,1
2396,1387,1
2397,3026,1
2398,3025,2
2399,1387,2
2400,1393,2
2401,3025,2
2402,7426,2
2403,3022,2
2404,1383,2
2405,1388,2
2406,3019,2
2407,1382,2
2408,14784,2
2409,3020,2
2410,1378,2
2411,1379,2
2412,3018,2
2413,1382,2
2414,3020,2
2415,1381,2
2416,3026,2
2417,1378,2
2418,1377,2
2419,1379,2
2420,1375,2
2421,46039,2
2422,1376,2
2423,1377,2
2424,1375,2
2425,1381,2
2426,1375,2
2427,1378,2
2428,3015,2
2429,3015,2
2430,1373,2
2431,3019,2
2432,1371,2
2433,1368,2
2434,33595,2
2435,1374,2
2436,1370,2
2437,1373,2
2438,45409,2
2439,3006,2
2440,1369,2
2441,44195,2
2442,3002,2
2443,1364,2
2444,24736,2
2445,7421,2
2446,3004,2
2447,1364,2
2448,1362,2
2449,1378,2
2450,1364,2
2451,43097,2
2452,20235,2
2453,7426,2
2454,1363,2
2455,7430,2
2456,1371,2
2457,7429,2
2458,24832,2
2459,3003,2
2460,20279,2
2461,1361,2
2462,7445,2
2463,3019,2
2464,14893,2
2465,7449,2
2466,1358,2
2467,1361,2
2468,20300,2
2469,20305,2
2470,7466,2
2471,41523,2
2472,3017,2
2473,7474,2
2474,7467,2
2475,4941,2
2476,20313,2
2477,1367,2
2478,3012,2
2479,7477,2
2480,3017,2
2481,3016,2
2482,1358,2
2483,1361,2
2484,4949,2
2485,31251,2
2486,1367,2
2487,1362,2
2488,7499,2
2489,7506,2
2490,4961,2
2491,3022,2
2492,3023,2
2493,1363,2
2494,1373,2
2495,3023,2
2496,4962,2
2497,3027,2
2498,7508,1
2499,1368,1
2500,3024,1
2501,1369,1
2502,3026,1
2503,10785,1
2504,3028,1
2505,47927,1
2506,1367,2
2507,31249,2
2508,1369,2
2509,7552,2
2510,1369,2
2511,28348,2
2512,7548,2
2513,1368,2
2514,40389,2
2515,1372,2
2516,7555,2
2517,3038,2
2518,10813,2
2519,1371,2
2520,3041,2
2521,1374,2
2522,7558,2
2523,24927,2
2524,1375,2
2525,10826,2
2526,1380,2
2527,7904,3
2528,20684,3
2529,31341,3
2530,5285,3
2531,20912,3
2532,20726,3
2533,8939,3
2534,7675,3
2535,40288,3
2536,31395,3
2537,5252,3
2538,39110,2
2539,7622,2
2540,3066,2
2541,20564,2
2542,3068,2
2543,35824,2
2544,1382,2
2545,3068,2
2546,3073,2
2547,7674,2
2548,7676,2
2549,1387,2
2550,3074,2
2551,1388,2
2552,7693,2
2553,31316,2
2554,7707,2
2555,7698,2
2556,1395,2
2557,16154,3
2558,20706,3
2559,1641,3
2560,7878,3
2561,15605,3
2562,20850,3
2563,35839,3
2564,15496,3
2565,3256,3
2566,8405,3
2567,28444,1
2568,20742,1
2569,33712,1
2570,5087,1
2571,7750,1
2572,11090,2
2573,11099,2
2574,7765,2
2575,3101,2
2576,7765,2
2577,42977,2
2578,3105,2
2579,11114,2
2580,3103,2
2581,11128,2
2582,20867,2
2583,33773,2
2584,25223,2
2585,11213,2
2586,28589,2
2587,7861,2
2588,11244,2
2589,33803,2
2590,20993,2
2591,5174,2
2592,5174,2
2593,21032,2
2594,8355,3
2595,3158,3
2596,21067,3
2597,28791,3
2598,5945,3
2599,21453,3
2600,33793,2
2601,5216,2
2602,5227,2
2603,3187,2
2604,3195,2
2605,25332,2
2606,42214,2
2607,42219,2
2608,3195,2
2609,7961,2
2610,41398,2
2611,25364,2
2612,7964,2
2613,5264,2
2614,40372,2
2615,35904,2
2616,33858,2
2617,5262,2
2618,5264,1
2619,5268,1
2620,1438,1
2621,1442,2
2622,3210,2
2623,11473,2
2624,11494,2
2625,16030,2
2626,11500,2
2627,5291,1
2628,11515,1
2629,28733,2
2630,1452,2
2631,1451,1
2632,11525,1
2633,1452,1
2634,11544,1
2635,25453,1
2636,31506,1
2637,11571,1
2638,11570,2
2639,16127,2
2640,1460,2
2641,41360,2
2642,1458,2
2643,1459,2
2644,11636,2
2645,1466,2
2646,1465,2
2647,3243,2
2648,11648,2
2649,8103,2
2650,1465,2
2651,11659,2
2652,1467,2
2653,1472,2
2654,1469,2
2655,1469,2
2656,1470,2
2657,1482,2
2658,1921,3
2659,1599,3
2660,3260,2
2661,1473,2
2662,8127,2
2663,21375,2
2664,1481,2
2665,1476,2
2666,11687,1
2667,1476,1
2668,8137,1
2669,12731,3
2670,11765,3
2671,1987,3
2672,8284,3
2673,4018,3
2674,41416,3
2675,11735,3
2676,1488,3
2677,5368,2
2678,11736,2
2679,11737,2
2680,21430,2
2681,28825,2
2682,8191,2
2683,1479,2
2684,33935,2
2685,1483,2
2686,33942,2
2687,1482,2
2688,3277,2
2689,5396,2
2690,21500,2
2691,1486,2
2692,8216,2
2693,37665,2
2694,21519,2
2695,3279,2
2696,28882,2
2697,3280,2
2698,1484,2
2699,21569,2
2700,1484,2
2701,3291,2
2702,1484,2
2703,21579,2
2704,1486,2
2705,3290,2
2706,1489,2
2707,1485,2
2708,3290,2
2709,16492,2
2710,3295,2
2711,1484,2
2712,21595,2
2713,1493,2
2714,16516,2
2715,16509,2
2716,16520,2
2717,16521,2
2718,16530,2
2719,21602,2
2720,28887,2
2721,3292,2
2722,1483,2
2723,3294,2
2724,1481,2
2725,1483,2
2726,21608,2
2727,3291,2
2728,1487,2
2729,3297,2
2730,3288,2
2731,1479,2
2732,5415,2
2733,1481,2
2734,11889,2
2735,1479,2
2736,3294,2
2737,1483,2
2738,1483,2
2739,5415,2
2740,21613,2
2741,1477,2
2742,1479,2
2743,1477,2
2744,1488,2
2745,3285,2
2746,1480,2
2747,1483,2
2748,8272,2
2749,1484,2
2750,21626,2
2751,1481,2
2752,1481,2
2753,3283,2
2754,1474,2
2755,1476,2
2756,16641,2
2757,1484,2
2758,11931,2
2759,5409,2
2760,1478,2
2761,1476,2
2762,1477,2
2763,5399,2
2764,3272,2
2765,1470,2
2766,3274,2
2767,1474,2
2768,1473,2
2769,16635,2
2770,1468,2
2771,28816,2
2772,1467,2
2773,28824,2
2774,1472,2
2775,1470,2
2776,3269,2
2777,16651,2
2778,1477,2
2779,1473,2
2780,5400,2
2781,1473,2
2782,3279,2
2783,28818,2
2784,11945,2
2785,1495,3
2786,4984,3
2787,1713,3
2788,5528,3
2789,5410,1
2790,5409,1
2791,1469,1
2792,1472,1
2793,5418,1
2794,21685,1
2795,1472,1
2796,8297,1
2797,16721,1
2798,1470,2
2799,35825,2
2800,11985,2
2801,3281,2
2802,33840,2
2803,38962,2
2804,8316,2
2805,25612,2
2806,35830,2
2807,5441,2
2808,37494,2
2809,12036,2
2810,1477,2
2811,44080,1
2812,37507,1
2813,3291,1
2814,41127,1
2815,25673,1
2816,3295,1
2817,35889,1
2818,38973,1
2819,46700,1
2820,1479,1
2821,35901,1
2822,12107,1
2823,8381,1
2824,8396,2
2825,1482,2
2826,3305,2
2827,16964,2
2828,3308,2
2829,8405,3
2830,8876,3
2831,31627,2
2832,16988,2
2833,8411,2
2834,1483,2
2835,3315,2
2836,25739,2
2837,35917,2
2838,1480,2
2839,3314,2
2840,12146,2
2841,8414,2
2842,1477,2
2843,3311,2
2844,8414,2
2845,12147,2
2846,1493,2
2847,1477,2
2848,5483,2
2849,5488,2
2850,3306,2
2851,5486,2
2852,35904,2
2853,5487,2
2854,8436,2
2855,3313,2
2856,17045,2
2857,35898,2
2858,3317,2
2859,12197,2
2860,40128,2
2861,5512,2
2862,8470,2
2863,3333,2
2864,12236,2
2865,3335,2
2866,12249,2
2867,35954,2
2868,25842,2
2869,8520,2
2870,3351,2
2871,3353,2
2872,17253,2
2873,17268,2
2874,40184,2
2875,29072,2
2876,44009,2
2877,44774,2
2878,5586,2
2879,12386,2
2880,29110,2
2881,5606,2
2882,29110,2
2883,29708,3
2884,12406,2
2885,1500,2
2886,3376,2
2887,12420,2
2888,3381,2
2889,5606,2
2890,1499,2
2891,5625,2
2892,12440,2
2893,12442,2
2894,5627,2
2895,5628,2
2896,12457,2
2897,47779,2
2898,1505,2
2899,3393,2
2900,1507,2
2901,5649,1
2902,1511,1
2903,3403,1
2904,5654,2
2905,5652,2
2906,12471,2
2907,5652,2
2908,5655,2
2909,34075,2
2910,5658,2
2911,1514,2
2912,1520,2
2913,12472,2
2914,12473,2
2915,5656,2
2916,1516,2
2917,1517,2
2918,1516,2
2919,1525,2
2920,1520,2
2921,1518,2
2922,1520,2
2923,1523,2
2924,1521,2
2925,1524,2
2926,1525,2
2927,1523,2
2928,12464,2
2929,1523,2
2930,1524,2
2931,41802,2
2932,1527,2
2933,12468,2
2934,1528,2
2935,12475,2
2936,1528,2
2937,1533,2
2938,1533,2
2939,3397,2
2940,1533,2
2941,1533,2
2942,3408,2
2943,1534,2
2944,1537,2
2945,1537,2
2946,5670,2
2947,12485,2
2948,35987,2
2949,1544,2
2950,1549,2
2951,35997,2
2952,1544,2
2953,8660,2
2954,1547,2
2955,1553,2
2956,8667,2
2957,26069,2
2958,8677,2
2959,1554,2
2960,12532,2
2961,1554,2
2962,1554,2
2963,37566,2
2964,1558,2
2965,1558,2
2966,1557,2
2967,1558,2
2968,31831,2
2969,1563,2
2970,1565,2
2971,1563,2
2972,1564,2
2973,12632,2
2974,1571,2
2975,1573,2
2976,12643,2
2977,1569,2
2978,1571,2
2979,1571,2
2980,1572,2
2981,1580,2
2982,22486,2
2983,1580,2
2984,5750,2
2985,1580,2
2986,22509,2
2987,29291,2
2988,22512,2
2989,1584,2
2990,26367,3
2991,31918,3
2992,1679,3
2993,29360,3
2994,17873,3
2995,36152,3
2996,18038,3
2997,12806,2
2998,31997,2
2999,5803,2
3000,41792,2
3001,40184,2
3002,5816,2
3003,36144,2
3004,29453,2
3005,40195,2
3006,5822,2
3007,8911,2
3008,8921,2
3009,8943,2
3010,8948,2
3011,5858,2
3012,13083,3
3013,8972,3
3014,23113,3
3015,6177,3
3016,29555,3
3017,8994,3
3018,13076,3
3019,3517,3
3020,18154,2
3021,22903,2
3022,13044,2
3023,42941,2
3024,9033,2
3025,9053,2
3026,1621,2
3027,3524,2
3028,9061,2
3029,9068,2
3030,9069,2
3031,3535,2
3032,46792,2
3033,9083,2
3034,9089,2
3035,9090,2
3036,5951,2
3037,9096,2
3038,9101,2
3039,34353,2
3040,29654,2
3041,41820,2
3042,23083,2
3043,13152,2
3044,44220,2
3045,29700,2
3046,18372,2
3047,18388,2
3048,13190,1
3049,13192,1
3050,26761,1
3051,34426,1
3052,26765,1
3053,27407,3
3054,18653,3
3055,41353,3
3056,13524,3
3057,36275,1
3058,1644,1
3059,39126,1
3060,44842,1
3061,13290,1
3062,1643,1
3063,13305,2
3064,1645,2
3065,1645,2
3066,1651,2
3067,1649,2
3068,6039,2
3069,9235,2
3070,1640,2
3071,3594,2
3072,3612,2
3073,1641,2
3074,1641,2
3075,1647,2
3076,1641,2
3077,1644,1
3078,1640,1
3079,1639,1
3080,9261,1
3081,1644,1
3082,1641,1
3083,9271,1
3084,3580,1
3085,9262,1
3086,1635,2
3087,1629,2
3088,3577,2
3089,1629,2
3090,1630,2
3091,1635,2
3092,1631,2
3093,37697,2
3094,1635,2
3095,1631,2
3096,1633,2
3097,44087,2
3098,1635,2
3099,1635,2
3100,1635,2
3101,1638,2
3102,1638,2
3103,1637,2
3104,1636,2
3105,18669,2
3106,1639,2
3107,1638,2
3108,1640,2
3109,1642,2
3110,1642,2
3111,1641,2
3112,1641,2
3113,1642,2
3114,1642,2
3115,1643,2
3116,6044,2
3117,1638,2
3118,13403,2
3119,1639,2
3120,1645,2
3121,18717,2
3122,1647,2
3123,1641,2
3124,1642,2
3125,1642,2
3126,1639,2
3127,1647,2
3128,1640,2
3129,1640,2
3130,9298,2
3131,1636,2
3132,1635,2
3133,1637,2
3134,6041,2
3135,1636,2
3136,1637,2
3137,1637,2
3138,1639,2
3139,1643,2
3140,1641,2
3141,1639,2
3142,1639,2
3143,6044,2
3144,13408,2
3145,1643,2
3146,1639,2
3147,1961,3
3148,2360,3
3149,19227,3
3150,1797,3
3151,36740,3
3152,37717,2
3153,44052,2
3154,23369,2
3155,6050,2
3156,23372,2
3157,42333,2
3158,46540,2
3159,23394,2
3160,18830,1
3161,45958,1
3162,6057,1
3163,1641,1
3164,29860,1
3165,39083,1
3166,1650,1
3167,37813,1
3168,40185,1
3169,13515,1
3170,18906,1
3171,6081,1
3172,23475,1
3173,6084,1
3174,6087,1
3175,6094,1
3176,29896,1
3177,6099,1
3178,29894,1
3179,1646,1
3180,6099,1
3181,9369,1
3182,1647,2
3183,1649,2
3184,23498,2
3185,1654,2
3186,6107,2
3187,6109,2
3188,1655,2
3189,6114,2
3190,1653,2
3191,1658,2
3192,6125,2
3193,3584,2
3194,1659,2
3195,3587,2
3196,1656,2
3197,1660,2
3198,6131,2
3199,6132,2
3200,1662,2
3201,1660,2
3202,6137,2
3203,1663,2
3204,3594,2
3205,9384,2
3206,1662,2
3207,1659,2
3208,1659,2
3209,3599,2
3210,1662,2
3211,29887,2
3212,13632,2
3213,1667,2
3214,6163,2
3215,19025,2
3216,1664,2
3217,6172,2
3218,1666,2
3219,19017,2
3220,1675,2
3221,40103,2
3222,6179,2
3223,1673,2
3224,9430,2
3225,1667,2
3226,1724,3
3227,9926,3
3228,2358,3
3229,9824,3
3230,14089,3
3231,2205,3
3232,19067,2
3233,3621,2
3234,19078,2
3235,19103,2
3236,37735,2
3237,9479,2
3238,6211,2
3239,19119,2
3240,9486,2
3241,6213,2
3242,6220,2
3243,6222,2
3244,9495,2
3245,37726,2
3246,9508,2
3247,13807,2
3248,6249,2
3249,40067,2
3250,1683,2
3251,1684,2
3252,6249,2
3253,19178,2
3254,19187,2
3255,23605,2
3256,1691,2
3257,23608,2
3258,6276,2
3259,6279,2
3260,32311,2
3261,6299,2
3262,19278,2
3263,1690,2
3264,6305,2
3265,6310,2
3266,1692,2
3267,6318,2
3268,1692,2
3269,19310,2
3270,19311,2
3271,3681,2
3272,34441,2
3273,3695,2
3274,19340,2
3275,27067,2
3276,29927,2
3277,40042,2
3278,29952,2
3279,9695,2
3280,19409,2
3281,9707,2
3282,9715,2
3283,9721,2
3284,1714,2
3285,19428,2
3286,19424,2
3287,38987,2
3288,41626,3
3289,14930,3
3290,30118,3
3291,1715,2
3292,32372,2
3293,6411,2
3294,37761,2
3295,1719,2
3296,32372,2
3297,27175,2
3298,37771,2
3299,9799,2
3300,32387,2
3301,14249,2
3302,6440,2
3303,14254,2
3304,3736,2
3305,9820,2
3306,27188,2
3307,3745,2
3308,27206,1
3309,9848,1
3310,27215,1
3311,32398,1
3312,19570,1
3313,19581,1
3314,1736,2
3315,1746,2
3316,27218,2
3317,19604,2
3318,3766,2
3319,3768,2
3320,19623,2
3321,3768,2
3322,3766,2
3323,19653,2
3324,1748,2
3325,19656,2
3326,3779,2
3327,1749,2
3328,1753,2
3329,3782,2
3330,9927,2
3331,3783,2
3332,1758,2
3333,14415,2
3334,3789,2
3335,1771,2
3336,3792,2
3337,3793,2
3338,3794,2
3339,3796,2
3340,3801,2
3341,3800,2
3342,3803,2
3343,3812,2
3344,3808,2
3345,30035,2
3346,3819,2
3347,27236,2
3348,32406,2
3349,39969,2
3350,14543,2
3351,14554,2
3352,10022,2
3353,1776,2
3354,3834,2
3355,14568,2
3356,3837,2
3357,3846,2
3358,10047,2
3359,3845,2
3360,19790,2
3361,10063,2
3362,3844,2
3363,3845,2
3364,10085,2
3365,19818,2
3366,23999,2
3367,3848,2
3368,10091,2
3369,3852,2
3370,27280,2
3371,3852,2
3372,3854,2
3373,3858,2
3374,3860,2
3375,10106,2
3376,10126,2
3377,10112,2
3378,27285,2
3379,10129,1
3380,10136,2
3381,10143,2
3382,10143,2
3383,10145,2
3384,10152,2
3385,10153,2
3386,37673,2
3387,10167,2
3388,6636,2
3389,10175,2
3390,6639,2
3391,10180,2
3392,10178,2
3393,38891,2
3394,6649,2
3395,27314,2
3396,38903,2
3397,1786,2
3398,39896,2
3399,40679,2
3400,41365,2
3401,6649,2
3402,40682,2
3403,1785,2
3404,38896,2
3405,6650,2
3406,1784,2
3407,10193,2
3408,1785,2
3409,39892,2
3410,38898,2
3411,1794,1
3412,41354,1
3413,10211,1
3414,10212,2
3415,1789,2
3416,6663,2
3417,27336,2
3418,14782,2
3419,24068,2
3420,6683,2
3421,41341,2
3422,42843,2
3423,14820,2
3424,34443,2
3425,27347,2
3426,10688,3
3427,19993,3
3428,25152,3
3429,34498,3
3430,8034,3
3431,37683,2
3432,45620,2
3433,37685,2
3434,14859,2
3435,6722,2
3436,14872,1
3437,6723,2
3438,6731,2
3439,14893,2
3440,6731,2
3441,20017,2
3442,1796,2
3443,1802,2
3444,1801,2
3445,10310,2
3446,1798,2
3447,20051,2
3448,27405,2
3449,1801,2
3450,6754,2
3451,36182,2
3452,34472,2
3453,1807,2
3454,20069,2
3455,27432,2
3456,20084,2
3457,14974,2
3458,1814,2
3459,20092,2
3460,34476,2
3461,6767,2
3462,1803,2
3463,15000,2
3464,1806,2
3465,6776,2
3466,1807,2
3467,20100,2
3468,1827,3
3469,6779,2
3470,20115,2
3471,34466,2
3472,1818,2
3473,34462,2
3474,20114,2
3475,20119,2
3476,15051,2
3477,3942,2
3478,15073,2
3479,1810,2
3480,20124,2
3481,1809,2
3482,1816,2
3483,1813,2
3484,15077,2
3485,3935,2
3486,1814,2
3487,3937,2
3488,24135,2
3489,1820,2
3490,1813,2
3491,1815,2
3492,1820,2
3493,3939,2
3494,1810,2
3495,1812,2
3496,1820,2
3497,1811,2
3498,3928,2
3499,3933,2
3500,20138,2
3501,3946,2
3502,1812,2
3503,10426,2
3504,27373,2
3505,24124,2
3506,20167,2
3507,1815,2
3508,20172,2
3509,15163,2
3510,15165,2
3511,10453,2
3512,3928,2
3513,1801,2
3514,1800,2
3515,10454,2
3516,1801,2
3517,3930,2
3518,34387,2
3519,1807,2
3520,1806,2
3521,3927,2
3522,15174,2
3523,1800,2
3524,20187,2
3525,1805,2
3526,27348,2
3527,3929,2
3528,3932,2
3529,10469,2
3530,3932,2
3531,3938,2
3532,3939,2
3533,1804,2
3534,20186,2
3535,3940,2
3536,6813,2
3537,27337,2
3538,3949,2
3539,10481,2
3540,27975,3
3541,2195,3
3542,6818,2
3543,20227,1
3544,3953,1
3545,3952,1
3546,15262,1
3547,24114,1
3548,6833,1
3549,15276,1
3550,15291,1
3551,1812,1
3552,15301,1
3553,1811,1
3554,1826,1
3555,6847,1
3556,43386,1
3557,6858,1
3558,6865,1
3559,24169,1
3560,36029,1
3561,36029,1
3562,36040,1
3563,1817,1
3564,36042,1
3565,36046,1
3566,1818,1
3567,1820,1
3568,10616,1
3569,1828,1
3570,6899,1
3571,3994,1
3572,34444,1
3573,6907,1
3574,20421,2
3575,1824,2
3576,6916,2
3577,15466,2
3578,1824,2
3579,6922,2
3580,1825,2
3581,1826,2
3582,7675,3
3583,1905,3
3584,37486,2
3585,10651,2
3586,41081,2
3587,4002,2
3588,34437,2
3589,10670,2
3590,4004,2
3591,20431,2
3592,20436,2
3593,4007,2
3594,4010,2
3595,10671,2
3596,10679,2
3597,6950,2
3598,1835,2
3599,1836,2
3600,10689,2
3601,1839,2
3602,4019,2
3603,15568,2
3604,4019,2
3605,34426,2
3606,4021,2
3607,4024,2
3608,10725,2
3609,4025,2
3610,6982,2
3611,6985,2
3612,10745,2
3613,10746,2
3614,10753,2
3615,4038,2
3616,24321,2
3617,7897,3
3618,7699,3
3619,11001,3
3620,4050,3
3621,24334,1
3622,24341,2
3623,4056,2
3624,27520,2
3625,1863,2
3626,38675,2
3627,4066,2
3628,42534,2
3629,1864,2
3630,4067,2
3631,7049,2
3632,7055,2
3633,40371,2
3634,20656,2
3635,38698,2
3636,44132,2
3637,1878,2
3638,30259,2
3639,10901,2
3640,1876,2
3641,4100,2
3642,38707,2
3643,4102,2
3644,1877,2
3645,4104,2
3646,4104,2
3647,4105,2
3648,10921,2
3649,4117,2
3650,4112,1
3651,1885,1
3652,38716,1
3653,10938,1
3654,1896,1
3655,4125,1
3656,4126,1
3657,4135,1
3658,1890,1
3659,38707,1
3660,4132,1
3661,1888,1
3662,1898,1
3663,4137,1
3664,10963,1
3665,4140,1
3666,10964,1
3667,4143,1
3668,1893,1
3669,4145,1
3670,7133,2
3671,4144,2
3672,7133,2
3673,10963,2
3674,1898,2
3675,4146,2
3676,1891,2
3677,4140,2
3678,4147,2
3679,4143,2
3680,4145,2
3681,4142,2
